epoch,loss,acc,tss3,f1b,PrecTf,RecTf,TP,FN,TN,FP,auc_roc,auc_pr,val_loss,val_acc,val_tss3,val_f1b,val_PrecTf,val_RecTf,val_TP,val_FN,val_TN,val_FP,val_auc_roc,val_auc_pr,hss,val_hss,tss,val_tss,far,val_far,recall,val_recall,precision,val_precision,f1,val_f1,acc2,val_acc2,num_train_inst
0,0.5038573145866394,0.5570141077041626,0.13767202198505402,0.5594888925552368,0.5478395223617554,0.7563536763191223,6.17391300201416,1.9888198375701904,2.734161376953125,5.095652103424072,0.5899474024772644,0.5824297666549683,1.0033724308013916,0.5028601288795471,0.042767077684402466,0.6415535807609558,0.4900910556316376,0.9956474304199219,7.561983585357666,0.03305784985423088,0.42975205183029175,7.86776876449585,0.6293810606002808,0.6392884254455566,0.10641353201164376,0.04545539266926174,0.10555246545782948,0.04744026911485144,0.45216049206416303,0.5099089464368846,0.7563536775422063,0.9956474431198006,0.547839507935837,0.49009105356311544,0.6354279889574825,0.6568557057186414,0.5570141365073566,0.5028601122147274,13125
1,0.3329962193965912,0.5679664611816406,0.09974450618028641,0.602088451385498,0.5463908314704895,0.9042763710021973,7.38136625289917,0.7813664674758911,1.701863408088684,6.127950191497803,0.6203410625457764,0.6110234260559082,1.4540787935256958,0.4841393530368805,0.01271898578852415,0.6348912715911865,0.4809000492095947,1.0,7.595041275024414,0.0,0.09917355328798294,8.198347091674805,0.5986584424972534,0.5916745662689209,0.12335085769054237,0.011429921716487147,0.12163318547960911,0.011952191206440421,0.4536091975282278,0.5190999487457193,0.9042763625561919,1.0,0.5463908024717722,0.48090005125428065,0.6811876622075589,0.6494699636845469,0.567966443820792,0.4841393645058451,26250
2,0.28483763337135315,0.5756563544273376,0.10101838409900665,0.6142128109931946,0.5486050248146057,0.9516055583953857,7.767701625823975,0.39503106474876404,1.4385093450546265,6.3913044929504395,0.6386300921440125,0.6303030252456665,1.6967324018478394,0.4804992079734802,0.005444349255412817,0.633142352104187,0.4791449308395386,1.0,7.595041275024414,0.0,0.041322313249111176,8.256197929382324,0.582222580909729,0.5712847709655762,0.13747453930967551,0.004760999642387144,0.1353275737205939,0.004980079835997575,0.4513949947712617,0.5208550462784671,0.9516055370519494,1.0,0.5486050052287382,0.4791449537215329,0.6959763925354485,0.647867475754831,0.5756563505647838,0.48049923102640835,39375
3,0.2733611464500427,0.5727823376655579,0.08810900896787643,0.6135877966880798,0.5463355779647827,0.9608887434005737,7.843478202819824,0.31925466656684875,1.3167701959609985,6.513043403625488,0.6422585248947144,0.6339502334594727,1.7528613805770874,0.4841393530368805,0.004461380187422037,0.6329044103622437,0.4809000492095947,1.0,7.595041275024414,0.0,0.09917355328798294,8.198347091674805,0.5759769678115845,0.5652094483375549,0.1311787681233556,0.011429921716487147,0.12906264045014337,0.011952191206440421,0.45366444478455553,0.5190999487457193,0.9608887523730962,1.0,0.5463355552154444,0.48090005125428065,0.6966019422390352,0.6494699636845469,0.5727823531138364,0.4841393645058451,52500
4,0.26216527819633484,0.5793071389198303,0.09839726984500885,0.6172942519187927,0.5504146814346313,0.95951908826828,7.832298278808594,0.33043476939201355,1.432298183441162,6.397515296936035,0.6541261076927185,0.6472907066345215,1.8926973342895508,0.47997918725013733,0.004033340606838465,0.6329290270805359,0.47889524698257446,1.0,7.595041275024414,0.0,0.03305784985423088,8.2644624710083,0.5690914988517761,0.5580278635025024,0.14473492440049407,0.0038086318590657246,0.14244787569136808,0.003984063741442556,0.44958532048802763,0.5211047333732414,0.9595191013303008,1.0,0.5504146795119724,0.47889526662675863,0.699545112964794,0.6476391904601606,0.5793071444684829,0.47997920781083053,65625
5,0.25075799226760864,0.5876184701919556,0.1387367695569992,0.6211056709289551,0.5558703541755676,0.9554101228713989,7.798757553100586,0.3639751672744751,1.5987577438354492,6.231055736541748,0.6679201126098633,0.6621448397636414,1.8591711521148682,0.48673945665359497,0.018172279000282288,0.6367504000663757,0.48216158151626587,1.0,7.595041275024414,0.0,0.14049586653709412,8.157024383544922,0.5740084648132324,0.5630099177360535,0.16207524401833276,0.016195957267391675,0.15959861679507026,0.016932271606773686,0.44412962652481586,0.5178383940462685,0.9554101328877334,1.0,0.5558703734751841,0.4821616059537315,0.7028267553961892,0.650619479032414,0.587618455433569,0.48673948056398697,78750
6,0.2481669783592224,0.5918129682540894,0.15137280523777008,0.621819794178009,0.5584889054298401,0.9561710357666016,7.80496883392334,0.35776397585868835,1.6596273183822632,6.170186519622803,0.6728664636611938,0.6657679080963135,1.8507847785949707,0.4862194359302521,0.015148626640439034,0.6325168013572693,0.48190876841545105,1.0,7.595041275024414,0.0,0.13223139941692352,8.165288925170898,0.5742501616477966,0.5631330013275146,0.17071799516019612,0.015242581618676046,0.16813360539727573,0.01593625495861528,0.4415111219537993,0.5180912342223457,0.9561710539600228,1.0,0.5584888780462006,0.4819087657776543,0.7051231604695174,0.650389250548451,0.591812946414962,0.48621945719750276,91875
7,0.2509174048900604,0.5859096050262451,0.1478956639766693,0.6180742383003235,0.5551307201385498,0.9500836730003357,7.755279541015625,0.40745341777801514,1.6149067878723145,6.214906692504883,0.6701783537864685,0.6650556325912476,1.8433917760849,0.49037960171699524,0.012762215919792652,0.6318691372871399,0.48393890261650085,1.0,7.595041275024414,0.0,0.19834710657596588,8.099173545837402,0.5753651857376099,0.564247190952301,0.1587356377994816,0.022871933214600924,0.15633469192319716,0.02390438239141668,0.4448692800953962,0.5160610860934203,0.9500837011531696,1.0,0.5551307199046038,0.4839389139065797,0.7007913844197031,0.6522356269134751,0.5859095901036354,0.49037961388374085,105000
8,0.24082432687282562,0.59810471534729,0.17601275444030762,0.6256521344184875,0.5629109144210815,0.9511489868164062,7.763975143432617,0.3987577557563782,1.8012422323226929,6.028571605682373,0.680232584476471,0.6735507249832153,1.7327617406845093,0.5002599954605103,0.03701425716280937,0.640536904335022,0.4888297915458679,1.0,7.595041275024414,0.0,0.35537189245224,7.942148685455322,0.5879872441291809,0.5766819715499878,0.18389456784391042,0.04101322345090013,0.1811981662252382,0.04282868467942458,0.43708908262857266,0.5111702119660572,0.9511489888642569,1.0,0.5629109173714274,0.48882978803394284,0.7072535870917384,0.656663094683861,0.5981047004545791,0.5002600110069669,118125
9,0.24090558290481567,0.5980270504951477,0.1713332235813141,0.6249105930328369,0.5633508563041687,0.9446051120758057,7.710558891296387,0.4521739184856415,1.8534162044525146,5.976397514343262,0.6844760775566101,0.6796689033508301,1.653085708618164,0.5049402117729187,0.043632872402668,0.6443045735359192,0.4911717474460602,0.9989118576049805,7.5867767333984375,0.00826446246355772,0.43801653385162354,7.859504222869873,0.5929954051971436,0.5821726322174072,0.18396460051132202,0.04953320161305577,0.1813177634687484,0.051700705352862864,0.43664912323975213,0.5088282574376183,0.944605081530567,0.9989118607456585,0.5633508767602479,0.49117174256238166,0.7057820196228893,0.6585365790475696,0.5980270295702189,0.5049401909643367,131250
10,0.23886561393737793,0.5959298014640808,0.17875239253044128,0.6238222718238831,0.5616944432258606,0.9484096765518188,7.741614818572998,0.42111802101135254,1.7888199090957642,6.040993690490723,0.6827429533004761,0.6781450510025024,1.7118650674819946,0.49141964316368103,0.02296796441078186,0.6395635604858398,0.4844491183757782,1.0,7.595041275024414,0.0,0.21487602591514587,8.08264446258545,0.5863592624664307,0.5760489106178284,0.17949963548813638,0.024780111901475256,0.17687232032828715,0.025896414020663006,0.4383055418368768,0.515550866235037,0.9484096773363471,1.0,0.5616944581631232,0.48444913376496307,0.705536058481033,0.6526988668668889,0.5959297829097243,0.49141966016228344,144375
