,epoch,loss,TP,FN,TN,FP,auc_roc,auc_pr,val_loss,val_TP,val_FN,val_TN,val_FP,val_auc_roc,val_auc_pr,hss,val_hss,tss,val_tss,far,val_far,recall,val_recall,precision,val_precision,f1,val_f1,acc,val_acc,num_train_inst,mcc,val_mcc
0,0,0.4227105379104614,8.134236335754395,0.0566502474248409,1.5246305465698242,6.2733988761901855,0.7289220690727234,0.7536343336105347,0.6294180750846863,7.75,0.0,0.0,8.25,0.6452978253364563,0.685576319694519,0.1922745837406431,0.0,0.1885985957600633,0.0,0.4354218290444537,0.515625,0.9930837465700992,1.0,0.5645781709555462,0.484375,0.7198910096420159,0.6526315789473685,0.6040976685809304,0.484375,13125,0.3157879076511503,0.0
1,1,0.2798066437244415,7.647783279418945,0.5431034564971924,5.779556751251221,2.018472909927368,0.8854559659957886,0.8822237253189087,0.5190442204475403,5.133333206176758,2.616666555404663,7.116666793823242,1.1333333253860474,0.8556212782859802,0.851507842540741,0.6779261144912557,0.5280545449175383,0.6748502164839789,0.5249918609419246,0.2088164094131948,0.1808510664605943,0.933694180617131,0.6623655953673576,0.7911835905868052,0.8191489335394057,0.8565517240274363,0.7324613569044662,0.8397904959406747,0.7656250057043508,26250,0.6899001212167909,0.5375035057352431
2,2,0.2211330980062484,7.475369453430176,0.7155172228813171,6.562808036804199,1.2352216243743896,0.9253087043762208,0.9217021465301514,0.5109138488769531,4.291666507720947,3.4583332538604736,7.508333206176758,0.7416666746139526,0.8528650999069214,0.85457843542099,0.7554503565383448,0.4688446799633221,0.7542429568975884,0.4638644452255926,0.1418068663011692,0.1473509993768985,0.912644717091419,0.5537634373868954,0.8581931336988308,0.8526490006231014,0.8845817581376493,0.6714471924574854,0.8779943051749103,0.7374999986030161,39375,0.7570588148786016,0.4992335274578709
3,3,0.1818024516105651,7.39039421081543,0.8004925847053528,6.910098552703857,0.8879310488700867,0.9446571469306946,0.9425948858261108,0.51180499792099,4.608333110809326,3.1416666507720947,7.316666603088379,0.9333333373069764,0.8431823253631592,0.8412948846817017,0.7886163206022477,0.4856861032080703,0.7884042613660167,0.4814923310637009,0.1072597440927101,0.1684210599907597,0.902270339623897,0.5946236454940195,0.8927402559072899,0.8315789400092403,0.8974799991696208,0.6934169182561993,0.8944003713796242,0.7453124960011336,52500,0.7886635769226671,0.5057265595043502
4,4,0.1479186564683914,7.444581508636475,0.7463054060935974,7.126847267150879,0.6711822748184204,0.9576295614242554,0.955896258354187,0.546858012676239,4.166666507720947,3.5833332538604736,7.491666793823242,0.7583333253860474,0.8223407864570618,0.8204684257507324,0.8226250841020439,0.4506935539654934,0.8228151327289694,0.4457152150049543,0.0827010608892681,0.153976314940836,0.9088858857578072,0.5376344046326423,0.917298939110732,0.846023685059164,0.9130730333808038,0.6574621918673718,0.9113456071428724,0.7286458367753463,65625,0.8226614332235551,0.4825699816278405
5,5,0.1260221898555755,7.432266235351562,0.7586206793785095,7.258620738983154,0.5394088625907898,0.9647911190986632,0.9636944532394408,0.5434322953224182,4.349999904632568,3.400000095367432,7.425000190734863,0.824999988079071,0.8380869626998901,0.839046835899353,0.8376452019017878,0.4659820212495427,0.8382098958111213,0.4612903138875728,0.0676656858142678,0.1594202908566208,0.907382352207275,0.5612903102751701,0.9323343141857322,0.8405797091433792,0.9196891222473537,0.6731141107529939,0.918816916665636,0.735937497735722,78750,0.837960240733772,0.4928139977011794
6,6,0.1044476404786109,7.519704341888428,0.6711822748184204,7.366994857788086,0.4310344755649566,0.9742509722709656,0.9734744429588318,0.62305748462677,3.683333396911621,4.066666603088379,7.666666507720947,0.5833333134651184,0.8105722665786743,0.8096853494644165,0.8621459178166745,0.4101479987743954,0.8627826377145076,0.4045617555766143,0.0542131348370737,0.1367187439427653,0.9180574330684276,0.4752688254079511,0.9457868651629262,0.8632812560572346,0.9317158761439988,0.6130374563406932,0.9310636972621492,0.709375001967419,91875,0.8625350590142304,0.4572014363397245
7,7,0.0887012183666229,7.556650161743164,0.6342364549636841,7.423645496368408,0.3743842244148254,0.979026973247528,0.9785655736923218,0.7057124376296997,4.974999904632568,2.775000095367432,7.025000095367432,1.225000023841858,0.8289145827293396,0.8136820793151855,0.8738596054811603,0.4964594684121067,0.8745579290474004,0.4934506223362702,0.0472049680011773,0.1975806512861173,0.9225680338841414,0.6419354715654927,0.9527950319988228,0.8024193487138827,0.9374379344000457,0.7132616387298627,0.9369175084734452,0.7499999944120646,105000,0.8743214133849045,0.5061889325409782
8,8,0.0739720463752746,7.6440887451171875,0.546798050403595,7.501231670379639,0.2967980206012726,0.9841482043266296,0.98362934589386,0.834262490272522,5.375,2.375,6.733333110809326,1.5166666507720947,0.8216871619224548,0.7992295026779175,0.8944947649214259,0.511426418853038,0.8951824770304,0.5097099998722188,0.0373759290816961,0.2200725495917853,0.9332431195725212,0.6935483870967742,0.9626240709183038,0.7799274504082147,0.9477059315392434,0.7342060338078469,0.9472386967736648,0.7567708307023471,118125,0.8949323126327536,0.5144218291918771
9,9,0.0690823122859001,7.697044372558594,0.4938423633575439,7.522167682647705,0.2758620679378509,0.9859327673912048,0.9854247570037842,0.7245948910713196,4.541666507720947,3.2083332538604736,7.224999904632568,1.024999976158142,0.8227536082267761,0.8113954663276672,0.903726628216338,0.4657552250873195,0.9043324473582126,0.4617790797476448,0.0345999379268614,0.1841317382901442,0.9397083149505536,0.5860215028954014,0.9654000620731386,0.8158682617098557,0.9523809527321468,0.6821026259885647,0.951860125609812,0.7354166672099381,131250,0.9040627124645335,0.4845102071905378
10,10,0.0551996864378452,7.774630546569824,0.4162561595439911,7.592364311218262,0.2056650221347808,0.9895994067192078,0.9893046617507936,0.7411184310913086,4.724999904632568,3.025000095367432,7.083333492279053,1.1666666269302368,0.8275984525680542,0.8136351108551025,0.9222093467060926,0.4716906772600419,0.9228066002544356,0.4682632724951383,0.0257716046184195,0.1980197997765448,0.949180574157705,0.6096774070493637,0.9742283953815803,0.8019802002234552,0.9615413906596537,0.6927305976436688,0.9611029803306472,0.7380208318082926,144375,0.9225294498337582,0.485186895930387
11,11,0.0465427264571189,7.848522186279297,0.3423645198345184,7.62561559677124,0.1724137961864471,0.9916291832923888,0.9911668300628662,0.8846475481987,5.066666603088379,2.683333396911621,7.0,1.25,0.8259402513504028,0.8057835102081299,0.9356028628529708,0.5050789616647037,0.9360918569537372,0.5022482811414135,0.0214954709230137,0.1978891840498346,0.9582017756906622,0.653763432656565,0.9785045290769864,0.8021108159501653,0.9682467341328868,0.720379141135822,0.9678040517048644,0.7541666626930237,157500,0.9358143809208629,0.5134993103003284
12,12,0.0494103953242301,7.822659969329834,0.3682265877723694,7.6059112548828125,0.192118227481842,0.9912296533584596,0.990896224975586,0.8665087223052979,5.175000190734863,2.575000047683716,6.833333492279053,1.4166666269302368,0.8250108957290649,0.8048876523971558,0.9299039645553318,0.4982815729246598,0.930407589081448,0.496024775133228,0.0239704983424579,0.2149178145857876,0.9550443550639722,0.6677419395526166,0.976029501657542,0.7850821854142124,0.9654229046593796,0.7216734526743387,0.9649541711351124,0.7505208384129217,170625,0.9301297013544791,0.5036481323711487
13,13,0.0373939611017704,7.912561416625977,0.2783251106739044,7.674876689910889,0.1231527104973793,0.994122326374054,0.993886947631836,0.9725983142852784,4.641666889190674,3.1083333492279053,7.241666793823242,1.0083333253860474,0.8172521591186523,0.7977290153503418,0.9497741139696816,0.4806492005556457,0.950227349209138,0.476702521977586,0.0153256709421376,0.1784660685117493,0.9660201481553604,0.5989247414704372,0.9846743290578625,0.8215339314882507,0.9752580451246982,0.6927860794442171,0.9748902412779882,0.7427083385875447,183750,0.9499531226752602,0.4984606446869258
14,14,0.0382650718092918,7.918719291687012,0.2721674740314483,7.646551609039307,0.1514778286218643,0.9942893981933594,0.994062066078186,0.9515812993049622,4.7833333015441895,2.9666666984558105,7.083333492279053,1.1666666269302368,0.8227194547653198,0.8036543130874634,0.9469952889161112,0.4791625684826112,0.9473467740006912,0.4757901624192184,0.0187700283355738,0.1960784270512367,0.9667719159333812,0.6172042969734438,0.9812299716644262,0.8039215729487632,0.9739472900070739,0.6982968359879168,0.9735038136878992,0.7416666690881053,196875,0.9471032721364582,0.49198489773072246
15,15,0.0311086922883987,7.955665111541748,0.2352216690778732,7.697044372558594,0.1009852215647697,0.9954404830932616,0.9952921271324158,1.0039305686950684,5.041666507720947,2.7083332538604736,6.941666603088379,1.3083332777023315,0.8178722262382507,0.7959718704223633,0.9579369659331316,0.4946595945071889,0.958332420219604,0.4919517797782027,0.012534393003231,0.2060367436083496,0.9712825149000436,0.6505376339124136,0.9874656069967688,0.7939632563916503,0.9793072089456185,0.7151300240703854,0.9789725030288022,0.7489583361661062,210000,0.9580720884390224,0.5025159408615231
16,16,0.0304133705794811,7.972906589508057,0.217980295419693,7.687191963195801,0.1108374372124672,0.9956634044647216,0.995215117931366,1.0745619535446167,5.133333206176758,2.616666555404663,6.933333396911621,1.3166667222976685,0.8195011615753174,0.794994592666626,0.958858000823952,0.5053383124779675,0.959173942387646,0.5027696313343459,0.0137111512742236,0.2041343778137204,0.9733874611526128,0.6623655953673576,0.9862888487257764,0.7958656221862795,0.9797956872621415,0.7230046927073657,0.9794346454278624,0.7541666683120032,223125,0.9589441735079168,0.5122303646897184
17,17,0.0251124929636716,8.008620262145996,0.1822660118341446,7.71798038482666,0.0800492614507675,0.9966622591018676,0.9963167309761048,1.1685869693756104,5.125,2.625,6.8416666984558105,1.4083333015441897,0.8193792700767517,0.7924425601959229,0.9671783564127412,0.4929282386110525,0.967482386770099,0.4905832557268039,0.0098964682902723,0.2155612206729636,0.9777477057137094,0.6612903225806451,0.9901035317097276,0.7844387793270363,0.983886828575264,0.7176196048643532,0.983593930032957,0.7479166686534882,236250,0.9672574693468187,0.49879787652217544
18,18,0.0261917393654584,8.011083602905273,0.1798029541969299,7.708127975463867,0.0899014770984649,0.99656742811203,0.9963087439537048,1.1147271394729614,5.2833333015441895,2.4666666984558105,6.849999904632568,1.399999976158142,0.8205219507217407,0.7931345105171204,0.9662525260764068,0.5141679168982851,0.9665196706169604,0.5120234567465991,0.011097598157584,0.2094763074032198,0.978048413569954,0.6817204260057018,0.988902401842416,0.7905236925967802,0.9834454605767257,0.7321016150449833,0.9831317876000868,0.7583333310360709,249375,0.966313668394247,0.5188488315995612
19,19,0.0236721187829971,8.03325080871582,0.1576354652643203,7.714285850524902,0.0837438404560089,0.9964228272438048,0.9960004091262816,1.0864168405532837,4.849999904632568,2.900000095367432,7.183333396911621,1.0666667222976685,0.8209587931632996,0.7998261451721191,0.9697952948903088,0.500098441081713,0.9700156705107008,0.4965135051395797,0.0103170993792084,0.1802817007540427,0.9807547730500082,0.6258064393074282,0.9896829006207916,0.8197182992459573,0.9851986099936719,0.709756085668413,0.9849033351448404,0.7520833257430544,262500,0.9698367537631793,0.5140061070605524
20,20,0.0241711810231208,8.03325080871582,0.1576354652643203,7.703201770782471,0.0948275849223136,0.9963682293891908,0.9959115386009216,1.1421469449996948,4.583333492279053,3.1666667461395264,7.258333206176758,0.9916666746139526,0.8097280859947205,0.7886093854904175,0.968407266728378,0.4752374347343944,0.968594318068784,0.4711958288757119,0.0116666671173515,0.177877425099095,0.9807547730500082,0.5913978517779119,0.9883333328826484,0.822122574900905,0.9845294689136992,0.6879299591543808,0.9842101205589008,0.7401041631392824,275625,0.9684371793991824,0.4942182666756865
