,epoch,loss,TP,FN,TN,FP,auc_roc,auc_pr,val_loss,val_TP,val_FN,val_TN,val_FP,val_auc_roc,val_auc_pr,hss,val_hss,tss,val_tss,far,val_far,recall,val_recall,precision,val_precision,f1,val_f1,acc,val_acc,num_train_inst,mcc,val_mcc
0,0,0.2279948443174362,8.156054496765137,0.007490636780858,0.0774032473564148,7.757802963256836,0.7270559668540955,0.7366418838500977,0.665299117565155,7.577235698699951,0.0243902429938316,0.1463414579629898,8.219511985778809,0.6631425023078918,0.6878167390823364,0.0091432104890361,0.0136137915065398,0.0089613321134625,0.0142841551060584,0.4874872721931571,0.5203293836145124,0.9990824284476512,0.996791443938322,0.5125127278068429,0.4796706163854876,0.6774862417214342,0.6476719980421494,0.5146312713415216,0.4837067247888761,13116,0.061661097925023535,0.06936206382230262
1,1,0.1769013851881027,8.099875450134277,0.0636704117059707,0.4394506812095642,7.395755290985107,0.7147745490074158,0.7518337965011597,0.5763184428215027,7.593495845794678,0.0081300809979438,2.9918699264526367,5.373983860015869,0.7488524913787842,0.7580936551094055,0.0492134596384472,0.3454223166087693,0.0482873214806811,0.3565592425605917,0.4772800420030432,0.4144200709724544,0.9922006426149216,0.9989304813106774,0.5227199579969568,0.5855799290275456,0.6847132160229978,0.7383399143770809,0.5337495212081307,0.6629327835285163,26232,0.13831104129216246,0.4558811805514153
2,2,0.1488626599311828,7.998751640319824,0.1647940129041671,1.2621723413467407,6.573033809661865,0.7394565343856812,0.773085355758667,0.560785174369812,7.479674816131592,0.1219512224197387,5.170731544494629,3.195122003555298,0.824225902557373,0.814744234085083,0.1432595735462609,0.5911176871000101,0.1409032968120123,0.6020330093652619,0.4510795078766497,0.2993145497310754,0.9798134266770364,0.9839572189158914,0.5489204921233503,0.7006854502689245,0.7036406555074978,0.8185053359892117,0.5788529064633976,0.7922606878571817,39348,0.24712832791273456,0.6387206284187265
3,3,0.1275344938039779,7.915106296539307,0.2484394460916519,2.898876428604126,4.936329364776611,0.7971183061599731,0.8151427507400513,0.536969780921936,7.3008131980896,0.3008130192756653,5.74796724319458,2.617886066436768,0.8471801280975342,0.8368539810180664,0.3436833421147979,0.6386116046496572,0.3395481053467959,0.6475026373870385,0.3841072308859193,0.2639344128316784,0.9695672133256664,0.960427807067324,0.6158927691140806,0.7360655871683216,0.7532822555867454,0.8334106812839126,0.6759266622024954,0.8172097806183051,52464,0.42699219964700724,0.6666358335463619
4,4,0.1080997809767723,7.807740211486816,0.3558052480220794,5.0274658203125,2.8077402114868164,0.8800684213638306,0.8837037086486816,0.5123631954193115,7.186991691589356,0.4146341383457184,6.495934963226318,1.869918704032898,0.8750335574150085,0.8546212911605835,0.6018536983838159,0.7156784736364783,0.5980661020733171,0.7219365662031993,0.2644948791399406,0.2064632001810177,0.9564153528896396,0.9454545451694168,0.7355051208600594,0.7935367998189823,0.831538362037196,0.862859928900975,0.8022629790063566,0.8569246421903943,65580,0.6327335377394429,0.7277135695137783
5,5,0.094872809946537,7.732833862304687,0.4307115972042084,6.141073703765869,1.6941323280334473,0.9197025299072266,0.9192041158676147,0.617167592048645,7.357723712921143,0.2439024448394775,5.95121955871582,2.414634227752685,0.8540698885917664,0.8291218876838684,0.7333973343991931,0.670538765014566,0.7310191193083173,0.6792846954080214,0.1797112977629848,0.247088189197682,0.9472396400141908,0.967914438334951,0.8202887022370152,0.752911810802318,0.8792051096901361,0.8469817482547528,0.8671868910275881,0.8335030523365088,78696,0.7427893973624492,0.6962025407258067
6,6,0.0838319212198257,7.711610317230225,0.4519350826740265,6.6392011642456055,1.1960049867630005,0.9406245946884156,0.9393422603607178,0.628186047077179,7.317073345184326,0.2845528423786163,6.203251838684082,2.1626017093658447,0.868291974067688,0.8440419435501099,0.7935102680013951,0.6962070756912024,0.7919948590288608,0.7040634314400742,0.1342676963414483,0.2281303627942197,0.9446398518615052,0.9625668461777068,0.8657323036585517,0.7718696372057803,0.9034664310165629,0.8567348870523328,0.8969957084343247,0.8467413397565503,91812,0.7969816849336318,0.7159365961707613
7,7,0.0736020654439926,7.727840423583984,0.4357053637504577,6.891385555267334,0.9438202381134032,0.9540259838104248,0.9527039527893066,0.504044771194458,6.878048896789551,0.7235772609710693,6.829268455505371,1.5365853309631348,0.8910341858863831,0.8673431277275085,0.8272478835897287,0.7176336793015027,0.8261690309645822,0.7211393702731448,0.1088396184922508,0.1826086897390326,0.9466279267488834,0.9048128326815496,0.8911603815077491,0.8173913102609673,0.9180571021780849,0.8588832513001274,0.9137729219118113,0.8584521414882967,104928,0.8289276074662343,0.721364335917722
8,8,0.0625168681144714,7.769038677215576,0.3945068717002868,7.069912433624268,0.7652933597564697,0.9664229154586792,0.9660013914108276,0.6638625264167786,7.04878044128418,0.5528455376625061,6.682926654815674,1.6829267740249634,0.877677857875824,0.8482654094696045,0.8548143947589617,0.7212093565802329,0.854000890233559,0.7261065460266396,0.0896723207441543,0.1927374260871137,0.9516745672163636,0.9272727257045196,0.9103276792558456,0.8072625739128862,0.9305420568876996,0.8631159797515332,0.9275068280866056,0.8599796339429073,118044,0.8557366960090679,0.728478437273826
9,9,0.0547548830509185,7.825218677520752,0.3383270800113678,7.224719047546387,0.6104868650436401,0.9745340943336488,0.9735523462295532,0.8845211267471313,7.284553050994873,0.3170731663703918,6.186991691589356,2.1788618564605717,0.8565747141838074,0.8263005018234253,0.8812560774910917,0.690121467790276,0.8806404890937141,0.6978417242243002,0.0723693900840043,0.2302405503476367,0.9585563565073169,0.9582887717307036,0.9276306099159956,0.7697594496523633,0.9428399553750059,0.8537398764776087,0.9406945013824468,0.8436863512902618,131160,0.8817677107652381,0.7093310066814978
