,epoch,loss,TP,FN,TN,FP,auc_roc,auc_pr,val_loss,val_TP,val_FN,val_TN,val_FP,val_auc_roc,val_auc_pr,hss,val_hss,tss,val_tss,far,val_far,recall,val_recall,precision,val_precision,f1,val_f1,acc,val_acc,num_train_inst,mcc,val_mcc
0,0,0.4702244997024536,4.290640354156494,0.0061576352454721,0.0566502474248409,11.635467529296877,0.352333515882492,0.4319996833801269,0.7871400713920593,2.1083333492279053,0.1000000014901161,1.0583332777023315,12.733333587646484,0.1939422041177749,0.3514725863933563,0.0018384712015772,0.0092447685966819,0.0034120903083973,0.031454135795494,0.7305907767575587,0.8579449762486104,0.9985669246586272,0.954716980813788,0.2694092232424414,0.1420550237513896,0.4243347005749263,0.24731182564990067,0.2718940211563377,0.1979166615104381,13125,0.024181190185707777,0.04186589159878164
1,1,0.4549946784973144,4.279556751251221,0.0172413792461156,0.1588670015335083,11.53325080871582,0.3641668260097503,0.4460164904594421,0.7920125126838684,2.125,0.0833333358168602,1.950000047683716,11.841666221618652,0.2523607015609741,0.3871743083000183,0.0051823555906647,0.0320316823596838,0.0095749190478557,0.1036538854890336,0.7293613588212073,0.8478520237914209,0.9959873890458708,0.9622641498612188,0.2706386411787927,0.1521479762085791,0.42562313922251704,0.2627511663854303,0.2775937886741719,0.2546875092659322,26250,0.040668642170778764,0.10734346193641185
2,2,0.4062342941761017,4.269704341888428,0.0270935967564582,0.4519704580307007,11.240147590637209,0.386859655380249,0.4760929942131042,0.7602682113647461,2.0166666507720947,0.1916666626930236,4.008333206176758,9.783333778381348,0.3383791744709015,0.4100806713104248,0.017723350626709,0.0721829198476322,0.0323504631361304,0.2038419733571455,0.7247101803122664,0.8290960527603324,0.9936944680333274,0.9132075481883314,0.2752898196877335,0.1709039472396676,0.4311384681064289,0.2879238441666542,0.2953092507125422,0.3765624840452804,39375,0.08411993818594052,0.15979701338280525
3,3,0.371034562587738,4.220443248748779,0.0763546824455261,1.267241358757019,10.424877166748049,0.4115085899829864,0.4974660277366638,0.6423513293266296,1.6916667222976685,0.5166666507720947,10.208333015441896,3.5833332538604736,0.737275242805481,0.6793243288993835,0.0514364604201659,0.3197520046431193,0.0906141024200219,0.5062190144151646,0.7118230855309282,0.679304885318742,0.982229864269111,0.7660377472564814,0.2881769144690717,0.320695114681258,0.44561470596935837,0.45211582682527607,0.3432180424713179,0.7437500002328307,52500,0.14478749887708472,0.3714234048709174
4,4,0.3275360465049743,4.144088745117188,0.1527093648910522,2.901477813720703,8.790640830993652,0.480193167924881,0.537571907043457,0.5843700170516968,1.1916667222976685,1.0166666507720947,11.93333339691162,1.8583333492279053,0.8483663201332092,0.7895229458808899,0.1299795953334608,0.3490182325953318,0.21261645010257,0.4048794541979861,0.6796153548682682,0.6092896084092185,0.9644597300172524,0.5396226569909391,0.3203846451317318,0.3907103915907814,0.4809891288345227,0.4532488229792643,0.440653151612467,0.8203125013387762,65625,0.23976701815557488,0.3555343972305827
5,5,0.2851140201091766,4.020936012268066,0.2758620679378509,6.204433441162109,5.487684726715088,0.6546680927276611,0.6517717838287354,0.5672129392623901,1.1333333253860474,1.0750000476837158,12.05833339691162,1.7333333492279053,0.8530668616294861,0.7912362813949585,0.3371272028628964,0.3444111118611755,0.466449159260248,0.3875277756000397,0.5771273118736185,0.6046511666590358,0.9357982239824892,0.5132075343364584,0.4228726881263814,0.3953488333409641,0.5825156143295123,0.4466338186157507,0.6395286143709759,0.8244791640007558,78750,0.4211794927496092,0.3485518935097125
6,6,0.2551421225070953,3.951970338821411,0.3448275923728943,7.937191963195801,3.754926204681397,0.7627142667770386,0.7438050508499146,0.5728223323822021,1.3250000476837158,0.8833333253860474,11.68333339691162,2.1083333492279053,0.8301085233688354,0.7624979615211487,0.4784992176489947,0.3626511903093156,0.5985975654847118,0.4471299198902911,0.4872163760712391,0.6140776631609415,0.9197477754610052,0.6000000107963128,0.5127836239287609,0.3859223368390586,0.6584590014602367,0.469719358376102,0.7435877596923303,0.8130208342297313,91875,0.5310630910698714,0.37566989135870676
7,7,0.2286262661218643,3.9199507236480713,0.3768472969532013,8.863300323486328,2.828817844390869,0.83089679479599,0.8101181983947754,0.6064644455909729,1.5166666507720947,0.6916666626930237,11.125,2.6666667461395264,0.7963292002677917,0.7268879413604736,0.5678701807944185,0.3587163624797386,0.6703534951146077,0.4934389728432209,0.4191605943916474,0.6374502085127172,0.912295785106402,0.6867924518116686,0.5808394056083527,0.3625497914872828,0.7097781163493297,0.47457626296747224,0.7995070395294175,0.7901041627298886,105000,0.6016878242944536,0.3873159715147709
8,8,0.2020252645015716,3.942118167877197,0.3546797931194305,9.504925727844238,2.18719220161438,0.8759378790855408,0.8579738736152649,0.5861281752586365,1.475000023841858,0.7333333492279053,11.141666412353516,2.650000095367432,0.8102201223373413,0.7390989065170288,0.6435849488409983,0.3486903028208608,0.7303893321494672,0.4757795028446372,0.356841482934369,0.642424246978059,0.917454859097642,0.6679245270796627,0.643158517065631,0.3575757530219409,0.7562012676100033,0.4657894695234432,0.8410228678323833,0.788541658137304,118125,0.665944298879034,0.3751609544215464
9,9,0.178235575556755,3.951970338821411,0.3448275923728943,9.961822509765623,1.7302955389022827,0.9100796580314636,0.8961079120635986,0.6086491346359253,1.4333332777023315,0.7749999761581421,11.366666793823242,2.424999952316284,0.8201318383216858,0.7519649863243103,0.7003434279811942,0.3602054890261234,0.7717595724938433,0.4732257907009127,0.3045080212957997,0.6285097236934571,0.9197477754610052,0.6490566019402486,0.6954919787042003,0.3714902763065428,0.7920523236437572,0.4725274684247496,0.8702148955008105,0.8000000044703484,131250,0.7147950628727973,0.3815663499249293
10,10,0.1542180925607681,4.03201961517334,0.2647783160209656,10.306650161743164,1.3854680061340332,0.9347280859947203,0.923303723335266,0.5963373184204102,1.2416666746139526,0.9666666388511658,11.5,2.2916667461395264,0.8168431520462036,0.7446194887161255,0.7574072349860924,0.3163837663833018,0.8198818644303569,0.3961010128019724,0.2557399486590217,0.6485849121056997,0.9383777593778142,0.5622641596008171,0.7442600513409783,0.3514150878943003,0.8301216993019093,0.4325108830207768,0.896788105464458,0.7963541641967216,144375,0.7678997768642759,0.32936629783216337
11,11,0.1342198252677917,4.066502571105957,0.2302955687046051,10.527093887329102,1.1650246381759644,0.950516402721405,0.9420968890190125,0.5127957463264465,0.7749999761581421,1.4333332777023315,12.274999618530272,1.5166666507720947,0.8499366641044617,0.7834675908088684,0.7922556539493463,0.2372145201103972,0.8467611044724088,0.2409736075241504,0.2226930285498554,0.661818186357987,0.9464029816595576,0.3509433980597513,0.7773069714501446,0.3381818136420131,0.8535608141242297,0.3444444429727248,0.9127320358165726,0.8156249989755452,157500,0.8000410862476601,0.2372696086530904
12,12,0.1162081435322761,4.091133117675781,0.2056650221347808,10.78325080871582,0.9088670015335084,0.9647594094276428,0.9580087661743164,0.5224577188491821,0.8916666507720947,1.3166667222976685,12.091666221618652,1.7000000476837158,0.8542464375495911,0.7891677021980286,0.8313726405182487,0.2614521267493326,0.8744019755589325,0.2805107235546531,0.1817733959728862,0.6559485634077193,0.952135284124879,0.4037735704426752,0.8182266040271138,0.3440514365922806,0.8801165742639453,0.3715277656188443,0.9302934590969492,0.8114583226619286,170625,0.8361183721543937,0.26261116672391704
13,13,0.0955021753907203,4.130541801452637,0.1662561595439911,10.988916397094728,0.703201949596405,0.976266622543335,0.9721639752388,0.5068081617355347,0.8166666626930237,1.3916666507720947,12.43333339691162,1.3583333492279053,0.8617154359817505,0.7983875274658203,0.8669035044391609,0.273052696103785,0.9011637177181182,0.2713218957156811,0.1454777054418312,0.6245210766818546,0.9613069636847834,0.3698113222824971,0.8545222945581687,0.3754789233181453,0.9047747508788724,0.37262357300700993,0.9456211983095848,0.8281250006402843,183750,0.8698468754814707,0.27306329691008013
14,14,0.0852520987391471,4.146551609039307,0.1502463072538375,11.10837459564209,0.5837438702583313,0.9802594780921936,0.9764808416366576,0.579489529132843,0.925000011920929,1.2833333015441897,12.225000381469728,1.5666667222976685,0.8455470204353333,0.776635468006134,0.8868118628918382,0.2896658443841452,0.9151066887983824,0.3052727670983564,0.1234053713585364,0.6287625470863724,0.9650329593849144,0.4188679336949828,0.8765946286414635,0.3712374529136276,0.9186903086800142,0.3936170223559011,0.9540938134913513,0.8218750031548552,196875,0.8888000384527847,0.2903908254019762
15,15,0.0715048611164093,4.171182155609131,0.1256157606840133,11.215517044067385,0.4766009747982025,0.9860893487930298,0.98334801197052,0.7108826041221619,1.1166666746139526,1.0916666984558103,11.94166660308838,1.850000023841858,0.8252915143966675,0.7496111392974854,0.9065827696047885,0.32469809359255,0.9300026754187012,0.3715213969336197,0.1025437206138387,0.6235955069724575,0.9707652621484274,0.5056603718584821,0.8974562793861612,0.3764044930275425,0.9326724491244489,0.43156199388602634,0.9623353617015412,0.8161458298563957,210000,0.9079294678648413,0.32973298576526267
16,16,0.0656799152493476,4.194581508636475,0.102216750383377,11.231527328491213,0.4605911374092102,0.9864561557769777,0.9834944009780884,0.7172449827194214,0.8583333492279053,1.350000023841858,12.233333587646484,1.5583332777023315,0.8248564600944519,0.7490108013153076,0.912742226179796,0.2651825954951016,0.9368176489878092,0.2756883145922419,0.0989417949515701,0.6448275737898527,0.9762109495904764,0.3886792454867229,0.90105820504843,0.3551724262101474,0.9371302818383694,0.37117117804449956,0.9648001238936096,0.8182291713620846,223125,0.9141543961247556,0.26555072985176914
17,17,0.048954252153635,4.224137783050537,0.0726600959897041,11.401477813720703,0.2906403839588165,0.992684245109558,0.9912075996398926,0.7811964154243469,0.8999999761581421,1.3083332777023315,12.25,1.5416666269302368,0.8231383562088013,0.7479469776153564,0.9431010221248908,0.2831988870092763,0.9582319063912574,0.2957646988994322,0.0643753409818893,0.6313993175727745,0.9830897105157914,0.4075471736816972,0.9356246590181106,0.3686006824272255,0.958770090838472,0.3870967758475101,0.977277979432421,0.8218750046333299,236250,0.9436510940506225,0.2836878166648444
18,18,0.045270700007677,4.226601123809815,0.07019704580307,11.434728622436523,0.2573891580104828,0.9936145544052124,0.9921663999557496,0.5603320002555847,0.5666666626930237,1.6416666507720947,12.774999618530272,1.0166666507720947,0.8667047619819641,0.8066226243972778,0.9485797999025394,0.2075559577015739,0.9616490368927372,0.1828877610381507,0.057401809957981,0.6421052611765768,0.983662940861522,0.2566037740941657,0.942598190042019,0.3578947388234231,0.962692848640479,0.2989010999375763,0.9795116689063385,0.8338541643208979,249375,0.9489895476825913,0.21125486915844602
