model,TP,FN,TN,FP,auc_roc,auc_pr,val_TP,val_FN,val_TN,val_FP,val_auc_roc,val_auc_pr,hss,val_hss,tss,val_tss,recall,val_recall,precision,val_precision,f1,val_f1,acc,val_acc,num_train_inst,far,loss,val_far,val_loss,TP_epc,FN_epc,TN_epc,FP_epc,auc_roc_epc,auc_pr_epc,val_TP_epc,val_FN_epc,val_TN_epc,val_FP_epc,val_auc_roc_epc,val_auc_pr_epc,hss_epc,val_hss_epc,tss_epc,val_tss_epc,recall_epc,val_recall_epc,precision_epc,val_precision_epc,f1_epc,val_f1_epc,acc_epc,val_acc_epc,num_train_inst_epc,far_epc,loss_epc,val_far_epc,val_loss_epc,loss_std,TP_std,FN_std,TN_std,FP_std,auc_roc_std,auc_pr_std,val_loss_std,val_TP_std,val_FN_std,val_TN_std,val_FP_std,val_auc_roc_std,val_auc_pr_std,hss_std,val_hss_std,tss_std,val_tss_std,far_std,val_far_std,recall_std,val_recall_std,precision_std,val_precision_std,f1_std,val_f1_std,acc_std,val_acc_std,num_train_inst_std,loss_min,TP_min,FN_min,TN_min,FP_min,auc_roc_min,auc_pr_min,val_loss_min,val_TP_min,val_FN_min,val_TN_min,val_FP_min,val_auc_roc_min,val_auc_pr_min,hss_min,val_hss_min,tss_min,val_tss_min,far_min,val_far_min,recall_min,val_recall_min,precision_min,val_precision_min,f1_min,val_f1_min,acc_min,val_acc_min,num_train_inst_min,loss_max,TP_max,FN_max,TN_max,FP_max,auc_roc_max,auc_pr_max,val_loss_max,val_TP_max,val_FN_max,val_TN_max,val_FP_max,val_auc_roc_max,val_auc_pr_max,hss_max,val_hss_max,tss_max,val_tss_max,far_max,val_far_max,recall_max,val_recall_max,precision_max,val_precision_max,f1_max,val_f1_max,acc_max,val_acc_max,num_train_inst_max,mcc,mcc_min,mcc_max,mcc_std,mcc_epc,val_mcc,val_mcc_min,val_mcc_max,val_mcc_std,val_mcc_epc
C+_mpf_FD_Ptrd_ProgPos_Am1e3_0193x0211x0094_24,7.767710781097412,0.5121191263198852,5.217401504516602,3.819426393508911,0.8669581651687622,0.8446438908576965,6.358104515075683,1.6456754207611084,6.668307876586914,2.014085173606873,0.8722946524620057,0.8608116269111633,0.6143270854539942,0.5931699532924759,0.6108969365041926,0.5969323061203744,0.9517571947070532,0.8385352162075721,0.746916829609374,0.7897001734758373,0.8341947860916404,0.7892524541079988,0.8083253070335926,0.7967318031027714,157440.0,0.2530831703906259,0.1525625526905059,0.2102998265241628,0.4787232518196106,0,1,11,0,11,11,9,2,8,9,0,0,11,9,11,9,0,9,11,8,11,9,11,0,11,11,11,8,0,0.005125346126519,0.0288284952429812,0.0315001674909052,0.1156224299869506,0.2635601488816244,0.0051228456207863,0.0052701736551697,0.0709858005765593,1.1673380397965047,0.8996288381308344,0.5534056607358377,0.6575032008444154,0.0323355208052885,0.0350819129180827,0.0198894534104083,0.0720990862336034,0.0198778170868034,0.0775935517619257,0.0095251647650522,0.0331092113312658,0.0037906512998454,0.1545731171577014,0.0095251647650522,0.0331092113312658,0.0079681041424671,0.0680056374536401,0.0098585455467486,0.031265376306219,72.0,0.147469088435173,7.7203497886657715,0.4621118009090423,5.103233814239502,3.4122042655944824,0.8618109226226807,0.838527262210846,0.3938990235328674,4.041322231292725,0.6910569071769714,6.104838848114014,0.71074378490448,0.8221384286880493,0.8135070204734802,0.5994598111737376,0.4536306052490459,0.5957688999794348,0.4464427312566543,0.2346988500551784,0.1631663988457184,0.9457103554981856,0.5321001012308171,0.7393743996574139,0.7553956847813156,0.8284728281129263,0.6546184682732886,0.8010581153505415,0.7425897023243332,157356.0,0.1613625735044479,7.811180114746094,0.5555555820465088,5.438509464263916,4.227215766906738,0.8746604919433594,0.8507115840911865,0.5765990614891052,7.195121765136719,3.1818182468414307,7.462810039520264,2.4344263076782227,0.9105449318885804,0.9023366570472716,0.6532952234936283,0.6629497303430301,0.6498478431519246,0.670527953235668,0.260625600342586,0.2446043152186844,0.9569319750156432,0.946524062892237,0.7653011499448216,0.8368336011542815,0.849793544540662,0.8412547521743549,0.8276371031705826,0.8335030523365088,157548.0,0.6384484470542481,0.6274764416898126,0.6610758630598019,0.0122432465241009,10.0,0.6117900314923195,0.4870925658389635,0.6822437403869246,0.0657757916410448,9.0
C+_mpf_PTx8_RtdXall_ProgPos_Aw1e5D1e4_blos_24,8.191840171813965,0.4916904091835022,7.683369445800781,7.700689029693604,0.9968857288360596,0.996680474281311,7.612638854980469,2.065512466430664,6.905799007415771,8.188113784790039,0.8540553450584412,0.8365572214126586,0.973286753687916,0.5951100235119597,0.973324431828719,0.5959649886005245,0.9982802414600432,0.994514767927986,0.9877040038465024,0.8008490100417145,0.9869871714745916,0.7934656243428265,0.9866522547580766,0.7976705368783554,328000.0,0.0122959961534978,0.0162182744592428,0.1991509899582856,0.5479680955410003,0,6,23,0,23,23,0,18,18,0,9,6,23,16,23,16,0,0,23,18,23,10,23,16,24,23,23,18,6,0.0018459957253118,0.0117706674134346,0.0463747161639679,0.024004658704668,0.0279039676962864,0.0007890133403115,0.0009417949367061,0.0724933504224397,0.1067233756231145,0.5294348503635058,0.3679252697149869,0.2053147249555436,0.0151119113971777,0.0318725756708565,0.0036522524326574,0.0445918219048164,0.0036558135559771,0.0455022024703997,0.0019170825425171,0.0303782453608305,0.0005926139491875,0.0081817382043261,0.0019170825425172,0.0303782453608305,0.0017702977011529,0.0310393930481224,0.0018244770745619,0.0220643200731236,150.0,0.0137178348377347,8.178217887878418,0.4162561595439911,7.657568454742432,7.666253089904785,0.9957001209259032,0.9952545762062072,0.4487335383892059,7.423999786376953,1.354838728904724,6.550000190734863,7.831999778747559,0.8294965624809265,0.8022642135620117,0.9679984984379474,0.5205211643517534,0.968022240677478,0.5206907705087995,0.0096955007650253,0.148425791325097,0.9975936230011656,0.978902953453852,0.9848599544119294,0.7684449509490461,0.984412833401084,0.7381878775245218,0.9840099361638492,0.7604166623981048,327825.0,0.0186572894454002,8.209157943725586,0.5620347261428833,7.715346336364746,7.735221862792969,0.998040497303009,0.9980663061141968,0.6520389318466187,7.75,2.983739852905273,7.585365772247314,8.390243530273438,0.8744502067565918,0.8878824710845947,0.9770754542010188,0.6399208197534941,0.9771511382580704,0.6427387058588154,0.0151400455880705,0.2315550490509539,0.9992482333349828,1.0,0.9903044992349748,0.851574208674903,0.9888065344394316,0.833671398028236,0.9885440048203052,0.8195564448833466,328225.0,0.9732883130401324,0.967998918924904,0.9770801427589644,0.003652779079328,23.0,0.5965021719534827,0.5205494435709126,0.6428002427802796,0.0453178202542552,16.0
C+_mpf_PTx8_RtdXall_LowBC_Am2e5_blos_24,8.118295097351075,0.8517956852912902,7.730424690246582,6.245552730560303,0.9980381846427916,0.997711670398712,6.0072328567504885,3.63097425699234,7.535135555267334,4.901212978363037,0.8641195297241211,0.8482996702194214,0.979246013987771,0.5944697923481272,0.9794337157077184,0.5946785001129209,0.989319187005967,0.7853311362145761,0.993406782351602,0.8657085341952863,0.9898576791861464,0.786381433757693,0.9896282137146202,0.7976333833022557,328000.0,0.0065932176483979,0.0166179299354553,0.1342914658047138,0.5464171767234802,0,3,24,0,24,24,12,2,3,0,11,6,24,12,24,12,0,12,24,3,24,12,24,12,24,24,24,3,5,0.0010701423729689,0.0147355739496385,0.0357853963768761,0.0112410145924322,0.457646450055361,0.0002019611908799,0.0002282803935715,0.0397494926789519,0.5856387932532955,1.692150357088539,0.6790505090288658,3.802647499242857,0.0226684279504269,0.0272711765788957,0.0018354075203643,0.0526847947300274,0.001817949357756,0.0542812475549281,0.0005403316096181,0.0620984655514138,0.0020705557340739,0.0813372215234215,0.0005403316096181,0.0620984655514138,0.0009082530530967,0.0363278412501348,0.0009177974448077,0.025806436384915,150.0,0.0151176080107688,8.097772598266602,0.8004925847053528,7.716584205627441,5.478960514068604,0.997837781906128,0.9974309206008912,0.4828294515609741,5.175000190734863,0.800000011920929,6.320000171661377,0.0,0.8259402513504028,0.8096853494644165,0.9767687213008176,0.4982815729246598,0.9769730042343192,0.496024775133228,0.005939689174004,0.0515970539841304,0.9870090639916724,0.6677419395526166,0.9926907263823104,0.7663197778771157,0.9886260233836291,0.7216734526743387,0.9883891937632996,0.7505208384129217,327825.0,0.0179880317300558,8.13490104675293,0.9019851088523864,7.747537136077881,6.912128925323486,0.9984149932861328,0.9981285333633424,0.6083593964576721,6.736000061035156,5.72580623626709,8.20161247253418,8.25,0.8914475440979004,0.889224112033844,0.981420360643538,0.6578977305753239,0.98157781751945,0.660548220798379,0.0073092736176894,0.2336802221228842,0.9930837465700992,0.8881856560810291,0.994060310825996,0.9484029460158696,0.9909515905062954,0.8281092037976014,0.9907163853273812,0.8286290343310083,328225.0,0.9792726331209384,0.9768028827121984,0.9814356065161188,0.0018295413981638,24.0,0.5988382775564541,0.5036481323711487,0.6603747348800457,0.052181407155618,12.0
C+_mpf_PTx8_RtdXall_NoWghtxNatFold_Am2e5x25_blos_24,7.563365268707275,1.3675530433654786,8.27904453277588,7.111285972595215,0.997643792629242,0.9974233865737916,5.856375598907471,4.712178897857666,7.745498943328857,3.5124113082885744,0.8619239330291748,0.8500433683395385,0.9765059311445456,0.5892183294363077,0.9760602323530388,0.5883839869613168,0.987383517040728,0.7660372487835746,0.9933837080778404,0.8991255178721189,0.9876976131766404,0.780596830899067,0.9882788417432206,0.7953818505832132,300100.0,0.0066162919221596,0.0431364670395851,0.100874482127881,0.5106134057044983,0,2,23,0,23,23,8,2,2,0,6,4,23,8,23,8,0,8,23,2,23,8,23,8,24,23,24,2,4,0.005371927627346,0.009731442151442,0.0762158738951809,0.0199565467772051,0.2683048898385923,0.0004972231250891,0.0005638951034549,0.0659246654609437,0.5231598841011075,1.893435948099767,0.7552090110847972,3.9016122058246654,0.0236958933535636,0.0341502537362827,0.0036259864328764,0.0414542826983277,0.0036507694712618,0.0436151524428617,0.001711692687903,0.0847075064533016,0.001347398977095,0.0706027829194417,0.001711692687903,0.0847075064533016,0.0018951546296202,0.0316374208607384,0.0018093657829804,0.019927633518111,0.0,0.0351012870669364,7.551816940307617,1.222072720527649,8.255087852478027,6.670284748077393,0.9968712329864502,0.996506929397583,0.4013896584510803,4.991869926452637,1.0720000267028809,6.288000106811523,0.0,0.8275629281997681,0.8184682130813599,0.9738064714773488,0.5411522770628409,0.9733976317153434,0.5358278796881741,0.0042643925558409,0.0089686102540759,0.9855251542339436,0.65598291602478,0.9914178440104104,0.7647610180473596,0.9862964936526872,0.7335722887406219,0.9869303233733376,0.7721584996568935,300100.0,0.0488330721855163,7.580732822418213,1.432835817337036,8.310901641845703,7.408660411834717,0.998171865940094,0.9980225563049316,0.5914289951324463,6.552000045776367,6.25,8.295999526977539,8.295999526977539,0.8990345597267151,0.9116217494010924,0.9832922241536926,0.635962687839361,0.982921856859595,0.6364681315275713,0.0085821559895895,0.2352389819526404,0.9886765751085184,0.8621052664766021,0.9957356074441592,0.991031389745924,0.9912443616383516,0.8177733432213163,0.9916652632655182,0.818227592562697,300100.0,0.9765657485091828,0.9738538604088623,0.9833286478455204,0.0036186083212305,23.0,0.5926478463037641,0.5438263626041889,0.6369873601285706,0.0395657934310625,8.0
C+_mpf_PTx4_Ptrd_ProgPos_Am1e3_blos_24,7.911132431030273,0.4793597280979156,5.218819904327392,3.3463745594024656,0.8744482874870301,0.8627563834190368,6.429348945617676,2.2703725397586823,6.495870590209961,2.356844115257263,0.8652179598808288,0.8498501062393189,0.6162783570281943,0.5784092203772273,0.6120471322086176,0.5793796010278914,0.964073150296588,0.8403234919826892,0.7507778124895312,0.7707836427638898,0.8354063158252165,0.7859506642661721,0.8095893904576108,0.7891771119600635,131200.0,0.2492221875104688,0.1482077032327652,0.2292163572361102,0.5385777354240417,0,9,9,0,9,9,4,6,1,0,8,8,9,8,9,8,0,4,9,9,8,8,9,8,9,9,9,9,8,0.004506101658337,0.0205996008113353,0.0739258992752451,0.0600228832059058,0.2769623607918023,0.0051254027317894,0.008271327502322,0.092883501553994,0.5753964058639424,1.661389375022121,0.590614851900794,0.579303373634483,0.0343004772227196,0.0391983580097738,0.0083297449952373,0.0526742788709877,0.0082641723477445,0.0523945933234587,0.0045132110741484,0.0452431320552222,0.0024825922689774,0.0784699346087764,0.0045132110741484,0.0452431320552222,0.0032458787124406,0.0227027332161859,0.0041363225044226,0.0266513182296141,60.0,0.1415353119373321,7.876237392425537,0.346059113740921,5.179900646209717,2.864531993865967,0.8677555918693542,0.8493936061859131,0.4598391950130462,5.5,0.4560000002384186,5.916666507720947,1.6585365533828735,0.7995689511299133,0.7769002318382263,0.6046611671709294,0.4814742538887744,0.6004165216963799,0.4831215266054434,0.2404799907082624,0.1668928084661392,0.9611841098233468,0.7096774193548387,0.7471014592314202,0.7016840367362495,0.8313478795737097,0.7460559741902817,0.803863762965227,0.7401041609079886,131130.0,0.1542627662420272,7.930521011352539,0.551980197429657,5.337871074676514,3.618811845779419,0.8804872632026672,0.8721407651901245,0.711489737033844,7.072000026702881,4.983870983123779,7.552845478057861,3.368000030517578,0.8926072716712952,0.8838781118392944,0.6265293230388681,0.6319575091946449,0.6221537483202491,0.6344748579897614,0.2528985407685798,0.2983159632637505,0.9670726204747364,0.9324894487243934,0.7595200092917376,0.8331071915338608,0.8406945229599011,0.8155241977579942,0.814680736903281,0.8156171314737926,131290.0,0.6388580195768501,0.6261267275535454,0.6538882491740791,0.0094486843808221,9.0,0.5835371926484365,0.4503758900634568,0.6636606460316539,0.0728393570204723,3.0
C+_mpf_PTx8_RtdXall_EquiC_AW2e5D4e3_blos_24,8.07621078491211,1.470015549659729,7.750228118896483,5.673684549331665,0.9979856371879576,0.9977182388305664,5.612696933746338,5.471853113174438,8.058925151824951,1.3676391243934631,0.8576602339744568,0.8410739541053772,0.9794894850288508,0.5706621215277642,0.97979866086168,0.5690111510196681,0.9841896145465098,0.7335201549124554,0.9958160052435214,0.9244345090109414,0.9899530718170778,0.7643628120367506,0.9897486264120732,0.7865773878884246,328000.0,0.0041839947564785,0.0290637388825416,0.0755654909890586,0.5824225187301636,24,2,23,0,23,23,17,1,1,17,11,4,24,17,24,17,24,17,23,2,24,17,24,17,24,23,24,2,3,0.0039528886520074,0.0220624522872428,0.0837856845000991,0.0132835909229389,0.8577175820530016,0.0003730218842896,0.000482460809006,0.0782654659047659,0.672079233006372,1.3639059878835826,0.308606932902162,0.2534424271634412,0.0210569125207401,0.0231492809698005,0.0034913958525374,0.0647279393202756,0.0034448559106511,0.0671954046062019,0.0009327915673588,0.0663030077343197,0.0024946332435588,0.0900776707573305,0.0009327915673588,0.0663030077343197,0.0017139901911519,0.0467928199756239,0.0017453006994689,0.0313545326450769,150.0,0.0253098718822002,8.049628257751465,1.3091132640838623,7.731435775756836,3.993796586990357,0.9974596500396729,0.9969764351844788,0.4923800826072693,4.674796581268311,2.9119999408721924,7.519999980926514,0.9186992049217224,0.8318853974342346,0.8118293881416321,0.9734564923016336,0.5118315217146263,0.9738393355115078,0.5054771223635197,0.0026021737170469,0.0,0.9800604233071316,0.6149732479433739,0.994632725075923,0.8437499958875022,0.9869932308272522,0.7085643748641434,0.9867328729717976,0.7595322763995572,327825.0,0.0361957177519798,8.1113862991333,1.5347394943237305,7.767241477966309,6.29950475692749,0.9985904097557068,0.9984154105186462,0.6906363368034363,6.548387050628662,6.661290168762207,8.370967864990234,1.6799999475479126,0.8917214274406433,0.8727848529815674,0.9841272991220488,0.6785025526131009,0.9843621134842544,0.6801235820749172,0.0053672749240769,0.1562500041124978,0.9875206731233924,0.8583509457581899,0.997397826282953,1.0,0.9922199559800418,0.8358208918888128,0.9920665483635166,0.839213705355031,328225.0,0.9795608702190448,0.9735579406029152,0.9841736822809204,0.0034724338601921,24.0,0.576230396142455,0.5250923044271808,0.6794005953511949,0.0607591159601171,17.0
C+_mpf_PTx8_RtdXall_EquiC_Am4e5_blos_24,8.085661315917969,1.586974596977234,7.74825086593628,3.737279891967773,0.998009157180786,0.9976257085800172,5.341609477996826,6.871952533721924,8.261520767211914,1.1710791349411012,0.8638123989105224,0.847339928150177,0.980457215272357,0.5668672895739292,0.9807309721705568,0.563442391613238,0.9853420595331032,0.6979499406697023,0.9955808208110166,0.9092043841423102,0.990434538629408,0.7546335092318183,0.9902326953420156,0.7853035850325313,328000.0,0.0044191791889834,0.0280705820769071,0.0461981576655754,0.6673358798027038,24,1,24,0,24,24,12,0,0,16,10,10,24,12,24,12,24,12,24,2,24,12,24,12,24,24,24,0,7,0.0033939732991755,0.0158501629143677,0.0806894738879272,0.0148611913321346,0.5795732033894587,0.0003938193557363,0.0004638260873943,0.0565324149201481,0.6135041594623767,0.7836572703023287,0.1201210374601019,0.3732126615263527,0.0205380839962967,0.0209175203346959,0.0029150968203813,0.0533438609333384,0.0028750168324964,0.055390722834248,0.0008168785563692,0.0531781291206727,0.002053807468593,0.0811223303428137,0.0008168785563692,0.055565936702187,0.0014259190205649,0.04128574771895,0.0014569482230866,0.0257309154236531,150.0,0.0236719455569982,8.058168411254883,1.4962871074676514,7.721534729003906,3.0471463203430176,0.9974505305290222,0.9969423413276672,0.6063936352729797,4.653225898742676,5.390244007110596,8.040650367736816,0.7903226017951965,0.8259081840515137,0.8085888028144836,0.976315288098768,0.50814407392584,0.9766503192626416,0.5052134289186836,0.0035082367336951,0.0,0.9827041666963564,0.6099365779269335,0.9942178940013858,0.8444444452620664,0.9884275019870076,0.7213309607865783,0.9881633919479508,0.7557291686534882,327825.0,0.0320697724819183,8.105459213256836,1.7202969789505005,7.76600980758667,4.495049476623535,0.9985882639884948,0.9982895255088806,0.7687435150146484,6.216000080108643,7.601625919342041,8.390243530273438,1.7642276287078855,0.8799779415130615,0.8684806227684021,0.9843130854442714,0.6517400401535636,0.9845343910805148,0.6518285450082439,0.0057821059986141,0.125,0.988201482949994,0.8196202517717763,0.9964917632663048,0.981481481587091,0.9923293084052718,0.8183254368688497,0.9921602113939538,0.8261964727952763,328225.0,0.9805127710991288,0.9763846532187612,0.9843490011742386,0.002901913606621,24.0,0.5767500800914483,0.5171315564787946,0.6517430286741647,0.0477929210912219,12.0
M+_mpf_PTx8_RtdXall_ProgPos_AW1e5D1e4_0193x0211x0094_24,4.277090358734131,0.1433114230632782,10.641530990600586,11.536014938354493,0.9520730137825012,0.940646719932556,2.132208299636841,0.7700525760650635,11.456220436096192,12.760068321228028,0.8229165434837341,0.7632028460502625,0.8342066100971982,0.4023128362004017,0.8961824842392332,0.5602692115589738,0.997675551454546,0.9984962407268524,0.799568907116016,0.3999180460076009,0.8833841757448353,0.5077797982834709,0.9300256424324422,0.8057532411891725,131200.0,0.200431092883984,0.1895509392023086,0.600081953992399,0.6043725132942199,0,4,9,0,9,9,0,9,9,0,9,8,9,6,9,4,0,0,9,8,9,6,9,9,9,9,9,8,6,0.0189913656688278,0.0116405634205697,0.0218143322313881,0.1350255647143687,0.0160681726968086,0.0077421306675113,0.0088342932701079,0.1404455129807324,0.0278804704487996,0.3230462010546896,0.940193392864001,1.412176063208266,0.0601867358623872,0.092781974014834,0.0185757009794129,0.0711474568925943,0.0136666656112999,0.0361251031581509,0.0183265167528577,0.0788004341013994,0.0007333953634484,0.0030075185462951,0.0183265167528577,0.0788004341013994,0.0124659635650507,0.0493367390529566,0.0084964121227466,0.0436072840127713,60.0,0.1692001968622207,4.260000228881836,0.104347825050354,10.397260665893556,11.522388458251951,0.9381495118141174,0.9253897666931152,0.4426219165325165,2.09756088256836,0.427419364452362,10.227642059326172,9.97580623626709,0.7406680583953857,0.6345644593238831,0.8000560699008629,0.2760394033091665,0.8706038359735706,0.5108309814605636,0.1771289592871212,0.4915254110921494,0.99681712949058,0.9924812036342622,0.7665686421236353,0.2946794086237653,0.8604798733607361,0.424242415470157,0.9143880984137136,0.7357433810948791,131130.0,0.2256752699613571,4.292652606964111,0.1706102043390274,10.813750267028809,11.565543174743652,0.9612056612968444,0.9519725441932678,0.7954902648925781,2.165289163589477,1.3658536672592163,13.089430809020996,13.821138381958008,0.919516921043396,0.9041556119918824,0.8567273024525399,0.4932755684584393,0.9118473086899872,0.6200945842502921,0.2334313578763647,0.7053205913762347,0.9985469339912946,1.0,0.8228710407128788,0.5084745889078506,0.8985122175436782,0.5728155271824281,0.9402985066701816,0.8682328887159914,131290.0,0.8437266251676572,0.8126787191709933,0.864033527153113,0.0168475730997016,9.0,0.4419602517071081,0.3604813409264022,0.5015058730445574,0.0507886343584655,6.0
C+_mpf_PTx8_RtdXall_NoWght_AW2e5D4e3_blos_24,8.078026580810548,1.1748619556427002,7.579886817932129,5.799975204467773,0.9874451994895936,0.9872442126274108,5.308277320861817,4.639503645896911,7.8701189994812015,3.4374585181474684,0.8557646155357361,0.8467284440994263,0.9131333453926718,0.553384088700944,0.9139976451089978,0.5503285180563179,0.9844096976789996,0.6937861309617858,0.9742036499299848,0.8996237496609165,0.9569134394232476,0.7478956653503755,0.9565554241478562,0.7784782656990792,131200.0,0.0257963500700151,0.1333242565393448,0.1003762503390835,0.5794338345527649,0,2,9,0,9,9,9,1,3,0,8,4,9,9,9,9,0,9,9,2,9,9,9,9,9,9,9,2,4,0.0101072675432044,0.0260601666272535,0.0586660498812871,0.0280319625655133,0.2990783088956935,0.0016641867865961,0.001670146083422,0.0754813544063417,0.6008886365943747,2.09274409137754,0.3622929635373734,3.999186686143749,0.0272388146814636,0.0220901334560363,0.0090764847428126,0.0648794208194721,0.0089851411784679,0.0663048846495433,0.0031853896927235,0.0708661058001106,0.0025932941888565,0.0809930782658121,0.0031853896927235,0.0708661058001106,0.004585542900593,0.0455096973592558,0.0045442998424088,0.0317155272654957,60.0,0.1251762956380844,8.046797752380371,1.102216720581055,7.539702415466309,5.288177490234375,0.9842662811279296,0.984034538269043,0.4651963710784912,4.739837169647217,1.02400004863739,7.373983860015869,0.0,0.8239666819572449,0.826045036315918,0.8959292416408244,0.4813868940037105,0.8970166091821059,0.4790811287535597,0.0218204477511554,0.0095238099292832,0.9821779186840672,0.6170886154263431,0.96968261446391,0.8045976918427991,0.9481973280128512,0.704819286473518,0.9479401035379276,0.7421875,131130.0,0.1531122326850891,8.111662864685059,1.27667498588562,7.610837459564209,6.224565982818604,0.9889090061187744,0.9886198043823242,0.6660904288291931,6.306451797485352,7.375,8.22580623626709,8.370967864990234,0.8955318331718445,0.8862425088882446,0.9206417071350846,0.6408268283462089,0.9215976926204724,0.64166738654474,0.03031738553609,0.1954023081572009,0.9889577982464868,0.826638476578959,0.9781795522488446,0.9904761900707169,0.9607347891426647,0.8145833375517071,0.9603125492480988,0.8205645198993865,131290.0,0.9137285487235646,0.8968181682080836,0.9212403196918733,0.0089489534114412,9.0,0.5619706497683387,0.4871997125591767,0.6410826835164453,0.0605437471686715,9.0
C+_mpf_PTx8_Ptrd_ProgPos_AW1e4D1e4_blos_24,8.196294593811036,0.2693240135908127,3.882536697387695,7.745149040222168,0.7924671530723572,0.78366619348526,7.217440700531005,1.758638745546341,6.0860308647155765,7.734653949737549,0.8044469356536865,0.7828739285469055,0.4715002018529796,0.5160350988407052,0.4659109947271299,0.5210859889662968,0.9988239867935776,0.9435354792070292,0.6711897685236864,0.7499455874062434,0.7922421262480942,0.7684383723004189,0.7391584190910959,0.7563846583206504,328000.0,0.3288102314763136,0.1843608230352401,0.2500544125937565,0.5691704094409943,0,24,24,0,24,24,0,24,23,0,23,23,24,14,24,14,0,0,24,24,24,12,24,14,24,24,24,24,23,0.0111161495391039,0.0070788119628832,0.0310653842672677,0.4020466847126749,0.0425083147252739,0.021758399084904,0.0197740931706481,0.0478134202302342,0.7323246802856895,1.5684205868480745,1.0278676427344933,1.1065954817185013,0.0339413334429906,0.0368613406974089,0.0527790110243405,0.0552879995109121,0.0530148202803525,0.0585983500086092,0.023421435913098,0.0807187659064081,0.0009547250495652,0.1004085753310921,0.023421435913098,0.080718765906408,0.0167724403108745,0.0467302840996398,0.0256531114737998,0.0264573601551501,150.0,0.1630949974060058,8.188424110412598,0.2344913184642791,3.5297765731811523,7.663793087005615,0.7755052447319031,0.7653419971466064,0.4991884529590606,5.758333206176758,0.2741935551166534,5.056000232696533,5.525000095367432,0.7431343197822571,0.7172259092330933,0.4311690482466941,0.4334232843314246,0.4252705322113446,0.4291300081629001,0.2846068566003109,0.0990338164877175,0.9975936230011656,0.7430107477097473,0.6525621504364563,0.6821705433520179,0.7801219496888889,0.6800486607101642,0.7196834492482193,0.7197916644858197,327825.0,0.1959318965673446,8.209157943725586,0.3118811845779419,4.633005142211914,7.783415794372559,0.8346849679946899,0.822142481803894,0.6484811902046204,7.650406360626221,4.641666889190674,7.800000190734863,8.365853309631348,0.8460224866867065,0.8281952142715454,0.5705482824332524,0.5796601676608082,0.5654076136126953,0.5893000368496928,0.3474378495635438,0.3178294566479822,0.9996992933616016,0.9989429175960894,0.7153931433996892,0.9009661835122824,0.8239270520616225,0.8126110057645413,0.7873372970318596,0.7869852571302767,328225.0,0.5309358797301217,0.4966677443531734,0.6141412846731104,0.0442895941609609,24.0,0.549096703464431,0.4611517230189089,0.6208138085427215,0.0572704175846952,13.0
M+_mpf_Persistant_24,4.884989547729492,3.6920040607452393,21.97862854003906,1.4034680366516112,0.8463188648223877,0.8136628270149231,1.1648000121116635,0.979200005531311,12.87840003967285,0.9648000121116638,0.8784050822257996,0.850216293334961,0.5564517735883576,0.4740786840814966,0.5095175459303052,0.4735920107245501,0.5695422967056712,0.5432835832306246,0.7767725026973242,0.5466168133352944,0.6571065547096572,0.5441339752608579,0.840561615875502,0.878405083777045,328000.0,0.2232274973026757,8.391045475006104,0.4533831866647055,1.864911770820617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0.4708497586910862,0.1399955544487577,0.1381989565714547,0.0626178107407075,0.0406973299653909,0.0033812699219041,0.0037883218219427,0.1372122765662939,0.1228566667349369,0.1228566653376838,0.089141502734768,0.0955455959932064,0.0089464493625414,0.0102916111937039,0.0138007396497562,0.0464338933798006,0.0156754336728127,0.0566492113255495,0.0054638726590435,0.0348242372646925,0.0162080443088251,0.0573025495594159,0.0054638726590435,0.0348242372646925,0.0119912631189452,0.0418215330479513,0.0040979724889504,0.0089464375749594,150.0,7.520598888397217,4.680487632751465,3.4560976028442383,21.897809982299805,1.3390244245529177,0.8425233364105225,0.8094204068183899,1.7442479133605957,0.9679999947547911,0.7919999957084656,12.760000228881836,0.8320000171661377,0.8609304428100586,0.8301258087158203,0.5399442176418452,0.385540599814574,0.4890394447910808,0.3758137402963579,0.213563134242145,0.4176706947477954,0.5462567446668742,0.4514925361723604,0.7702909668174489,0.4801587340304415,0.6416986979185287,0.4653846165969879,0.8365120536977033,0.8609304680778573,327825.0,8.82186222076416,5.11951208114624,3.8878049850463854,22.06341552734375,1.459854006767273,0.8526803255081177,0.8207942247390747,2.1329214572906494,1.3519999980926514,1.1759999990463257,12.991999626159668,1.0880000591278076,0.8862725496292114,0.8593126535415649,0.58199213457323,0.5215984082309706,0.537579263366589,0.5520297110857495,0.2297090331825511,0.5198412659695584,0.5969852021954413,0.6305970158589779,0.786436865757855,0.5823293052522045,0.67873887831353,0.5898778285534045,0.8484478691416985,0.8862725397285516,328225.0,0.5678758412464837,0.5540667212707333,0.5914571708676493,0.0124864826381647,0.0,0.4745602992882787,0.3857819149880921,0.5230843855715425,0.0466958461348422,0.0
