,epoch,loss,TP,FN,TN,FP,auc_roc,auc_pr,val_loss,val_TP,val_FN,val_TN,val_FP,val_auc_roc,val_auc_pr,hss,val_hss,tss,val_tss,far,val_far,recall,val_recall,precision,val_precision,f1,val_f1,acc,val_acc,num_train_inst,loss_std,loss_min,loss_max,TP_std,TP_min,TP_max,FN_std,FN_min,FN_max,TN_std,TN_min,TN_max,FP_std,FP_min,FP_max,auc_roc_std,auc_roc_min,auc_roc_max,auc_pr_std,auc_pr_min,auc_pr_max,val_loss_std,val_loss_min,val_loss_max,val_TP_std,val_TP_min,val_TP_max,val_FN_std,val_FN_min,val_FN_max,val_TN_std,val_TN_min,val_TN_max,val_FP_std,val_FP_min,val_FP_max,val_auc_roc_std,val_auc_roc_min,val_auc_roc_max,val_auc_pr_std,val_auc_pr_min,val_auc_pr_max,hss_std,hss_min,hss_max,val_hss_std,val_hss_min,val_hss_max,tss_std,tss_min,tss_max,val_tss_std,val_tss_min,val_tss_max,far_std,far_min,far_max,val_far_std,val_far_min,val_far_max,recall_std,recall_min,recall_max,val_recall_std,val_recall_min,val_recall_max,precision_std,precision_min,precision_max,val_precision_std,val_precision_min,val_precision_max,f1_std,f1_min,f1_max,val_f1_std,val_f1_min,val_f1_max,acc_std,acc_min,acc_max,val_acc_std,val_acc_min,val_acc_max,num_train_inst_std,num_train_inst_min,num_train_inst_max,mcc,mcc_min,mcc_max,mcc_std,val_mcc,val_mcc_min,val_mcc_max,val_mcc_std
0,0,0.2183470427989959,7.767710781097412,0.3937472701072693,4.011149168014526,3.819426393508911,0.7964461088180542,0.7691212654113769,0.4787232518196106,6.089102458953858,1.4947506189346311,6.590162467956543,1.739453411102295,0.8722946524620057,0.8608116269111633,0.4681423271877934,0.5929244477581029,0.4640162864379894,0.5939357414153026,0.3292898926201731,0.2225523232651471,0.9517571947070532,0.8028352520790307,0.6707101073798268,0.7774476767348528,0.7868004413756051,0.7885431384969676,0.736549002660901,0.7967318031027714,13120.0,0.0213442784900921,0.1886410564184188,0.2478153705596923,0.0288284952429812,7.7203497886657715,7.811180114746094,0.0311388207756521,0.3515527844429016,0.4431959986686706,0.259565865487774,3.607990026473999,4.400996208190918,0.2635601488816244,3.4122042655944824,4.227215766906738,0.0151312630275463,0.7774950265884399,0.8173072934150696,0.016407930733397,0.7502952814102173,0.7921688556671143,0.0709858005765593,0.3938990235328674,0.5765990614891052,0.5565428178872435,5.066115856170654,6.612903118133545,0.5481981691527684,1.0403225421905518,2.528925657272339,0.2112500046315077,6.209677219390869,6.796748161315918,0.1820695716315691,1.5619834661483765,2.0322580337524414,0.0323355208052885,0.8221384286880493,0.9105449318885804,0.0350819129180827,0.8135070204734802,0.9023366570472716,0.0353128312012267,0.4101784925172576,0.518614788257793,0.0640071210947678,0.4813766098619536,0.6672007473951271,0.0352494870645098,0.406194753945265,0.5142140826842869,0.0656837509283908,0.4787823686111125,0.6691237485244694,0.0156980946164506,0.3050885185525629,0.353813983881855,0.017374464420182,0.1941649955344278,0.237551867740602,0.0037906512998454,0.9457103554981856,0.9569319750156432,0.0722947915746485,0.6670293832105832,0.8640674418390929,0.0156980946164506,0.646186016118145,0.6949114814474371,0.017374464420182,0.762448132259398,0.8058350044655722,0.01143191984717032,0.7677695833938768,0.8030108092613586,0.04175172404329949,0.7123765298635926,0.8304821102150851,0.0173457801372057,0.7080764869675767,0.7614707480808205,0.031265376306219,0.7425897023243332,0.8335030523365088,6.0,13113,13129,0.5190971080805499,0.46694757733964815,0.560707760515119,0.030769896572233273,0.5951164928834769,0.48503465543748625,0.6684068273242485,0.06343603755789129
1,1,0.2005618572235107,7.649338817596435,0.5121191263198852,4.652870178222656,3.1777055263519287,0.8219966053962707,0.794206964969635,0.5868517816066742,6.002793312072754,1.5810596823692322,6.587645816802978,1.7419698596000672,0.8537656188011169,0.8328720927238464,0.535122440876614,0.5809407866808937,0.5314387504426474,0.5823138677746807,0.2933468681580978,0.2169445043242321,0.9372531998679566,0.7914648913163302,0.7066531318419023,0.7830554956757678,0.8057439487944273,0.7745546630988136,0.7692717696998408,0.791147556043694,26240.0,0.0115522173823942,0.1865977197885513,0.2128552347421646,0.0296731487193089,7.60798978805542,7.700621128082275,0.0315001674909052,0.4621118009090423,0.5555555820465088,0.1671709361549157,4.424469470977783,4.8125,0.1644167650931318,3.0298879146575928,3.410736560821533,0.0110945947495611,0.8053746819496155,0.8350066542625427,0.0122933100507331,0.7769102454185486,0.8086742162704468,0.1322143890770032,0.4422906935214996,0.7806904315948486,1.2008837857678845,3.84297513961792,6.983606338500977,1.197480130607032,0.5491803288459778,3.752066135406494,0.6070300474519823,5.911290168762207,7.628098964691162,0.6034152066601819,0.6694214940071106,2.3306450843811035,0.0398546943586593,0.7959256768226624,0.9022698998451232,0.0454784401500129,0.7724648714065552,0.8880323171615601,0.023642340002091,0.5003039943056813,0.5562274565665193,0.0855760164333682,0.4327424145538636,0.6669131245639414,0.0237407623219765,0.4966376664110379,0.5524626727135269,0.0905047415627475,0.4253074668028547,0.6703013593778411,0.0111408234457363,0.2838641947420528,0.3095400006162383,0.0376098178786637,0.1483516517627865,0.2510860047098818,0.0038305950392082,0.9319467759582536,0.9433876123439278,0.1578200857957457,0.5059847603798001,0.9270946658788892,0.0111408234457363,0.6904599993837617,0.7161358052579472,0.0376098178786637,0.7489139952901183,0.8516483482372135,0.008274936424175462,0.7932313648261063,0.8138374737575848,0.07588175487998326,0.6348122812791852,0.833839914141098,0.0116157357512702,0.752087394620264,0.7797110532903122,0.0403733946535908,0.7217888655400609,0.832993885983385,12.0,26226,26258,0.5681003557554132,0.5361950593558853,0.5886613828991849,0.021330365335971477,0.5953329024637803,0.4711555679828175,0.6706639347532104,0.07720806389870531
2,2,0.1818090826272964,7.67353401184082,0.4879238426685333,4.898678874969482,2.9318967342376707,0.8395390629768371,0.8133082032203675,0.5490585386753082,5.93817777633667,1.6456754207611084,6.633098983764649,1.6965168952941894,0.860271418094635,0.8429017186164856,0.5694025260941438,0.578499935771242,0.5658072291285449,0.5789986781021946,0.2763971550182343,0.2192418964152771,0.9402192358404428,0.7827636698538367,0.7236028449817656,0.7807581035847229,0.8177982500211325,0.7756579140536253,0.7861556372422577,0.7899442554013173,39360.0,0.0086416378979755,0.173512652516365,0.1929183155298233,0.0326977283103219,7.630461692810059,7.721739292144775,0.0370657600588282,0.4409937858581543,0.5330836176872253,0.1017439765484597,4.735331058502197,5.055900573730469,0.1041466562495764,2.773913145065308,3.0998752117156982,0.0071193468598174,0.8258199691772461,0.8456395864486694,0.0080708350451397,0.7983267307281494,0.8207346200942993,0.1199424341799941,0.3908276557922363,0.6962569952011108,0.9155108457915944,4.4132232666015625,6.910569190979004,0.8996288381308344,0.6910569071769714,3.1818182468414307,0.441407584722868,5.967741966247559,7.239669322967529,0.4249917150606379,1.0578511953353882,2.274193525314331,0.0372371394825499,0.8089409470558167,0.914157211780548,0.0458384832214191,0.7849085330963135,0.9092901945114136,0.0169022568062406,0.5426402582382244,0.5953161608995139,0.0691358212176674,0.4590100312939251,0.6598141999551661,0.0169034486130803,0.5390653417078215,0.5916989866640741,0.0727754061727414,0.4535763417848431,0.6651647769953688,0.0078527783091194,0.2642916351946825,0.2888888987640506,0.0199318556255802,0.1933534633269955,0.2499999934477164,0.004500261371784,0.9346994966755746,0.9459747388963936,0.1187321253890781,0.5810663784773646,0.9090909105165526,0.0078527783091194,0.7111111012359493,0.7357083648053175,0.0199318556255802,0.7500000065522835,0.8066465366730045,0.006437713843332829,0.8077177158162732,0.8276964034052033,0.05617102416926632,0.6755218268255471,0.8349705342791174,0.0083541308069511,0.7729223551553813,0.7989746741546504,0.0329122344561427,0.7332293286816851,0.8289205751532386,18.0,39339,39387,0.5984317146509512,0.5734022291980101,0.6227746443147363,0.015998161555712258,0.5861441210542064,0.47685733492992616,0.6693352210092475,0.06639771519827516
3,3,0.1731911778450012,7.665027523040772,0.4964303433895111,5.024672794342041,2.8059027671813963,0.8482594847679138,0.823223328590393,0.5998766779899597,5.957110977172851,1.6267421960830688,6.481186485290527,1.8484293937683105,0.8457338213920593,0.8229196906089783,0.5843291901282162,0.5621163676139925,0.5808389095574124,0.5634825949547345,0.2678969986171247,0.2348143056162396,0.9391764270722128,0.7853864813506927,0.7321030013828753,0.7651856943837603,0.8227945246315261,0.7686112826732747,0.7935013161821143,0.7815912416138625,52480.0,0.0097141457010448,0.1612877398729324,0.1843548268079757,0.0437592886614374,7.584269523620605,7.713043689727783,0.0463581755475224,0.4496894478797912,0.579275906085968,0.1218533625977495,4.853233814239502,5.170186519622803,0.1158931020622557,2.6596274375915527,2.9651741981506348,0.0081306649741417,0.8351727724075317,0.8568140268325806,0.0097529790536597,0.8082406520843506,0.8346333503723145,0.083930795270156,0.4597342014312744,0.6752071380615234,0.9960959933380004,4.611570358276367,7.040650367736816,0.9889238084548806,0.5609756112098694,2.983471155166626,0.4118094981989572,6.1147541999816895,7.008264541625977,0.4111135057910591,1.28925621509552,2.245901584625244,0.0314701383765815,0.8101504445075989,0.8879055976867676,0.0333916629747238,0.7875652313232422,0.8720389604568481,0.018727491015664,0.5605067662174759,0.6087336506742951,0.0770905082612408,0.4561101166066399,0.6513946640264516,0.0188400390936376,0.5571481989647808,0.6052299324066468,0.0817642996744602,0.451803232223855,0.6579816294211787,0.008711062788371,0.2564071881722615,0.2783096069346585,0.0114422132139389,0.218487393090559,0.248188394819193,0.0056515999127663,0.9290411364677382,0.9449094512464252,0.1307069149243475,0.6071817185085858,0.9262032080026646,0.008711062788371,0.7216903930653414,0.7435928118277385,0.0114422132139389,0.7518116051808069,0.7815126069094409,0.007126350453006167,0.8128177645321822,0.8322498478571164,0.060714376437380986,0.6834047767229963,0.8338950398027632,0.0092212095210663,0.7816621087597334,0.8055771312076937,0.0365894953751133,0.7311492446826245,0.8243380834585027,24.0,52452,52516,0.610706892321253,0.586372300170821,0.6337314344344839,0.017710952340900688,0.5712891311092987,0.46710195949583716,0.6661289386359803,0.07867273833374436
4,4,0.1650737434625625,7.671236038208008,0.4902219831943512,5.066225528717041,2.764349937438965,0.8546113729476928,0.830728805065155,0.5762072563171386,6.221122455596924,1.3627306044101717,6.420327281951904,1.9092886447906487,0.8565486431121826,0.833802056312561,0.5903890614706044,0.5886976442174188,0.5869146875545072,0.5913004055092869,0.2648846633956176,0.227320146708517,0.9399356834688124,0.8204145538299328,0.7351153366043823,0.7726798532914829,0.8249996149920411,0.7859738340769923,0.7964881912827899,0.7943493211328094,65600.0,0.00386981425704,0.1590073853731155,0.1709156036376953,0.0524536510468544,7.586766719818115,7.749068260192871,0.0528603744099827,0.4136646091938019,0.5767790079116821,0.0687129080280752,4.98756217956543,5.192546367645264,0.0673561685997623,2.6372671127319336,2.830845832824707,0.0036377100761595,0.8494327068328857,0.8596308827400208,0.0037893026045415,0.8260535597801208,0.8372570276260376,0.0880675322914038,0.4814081192016601,0.7269267439842224,1.0326893317406294,4.264462947845459,7.106557369232178,1.0376824226407215,0.4262295067310333,3.330578565597534,0.6207012910947695,5.6147541999816895,7.487603187561035,0.6309615170530797,0.8099173307418823,2.745901584625244,0.0310106355736798,0.802208662033081,0.8953778743743896,0.0345500756002457,0.7745680809020996,0.8767975568771362,0.0142863447796143,0.5747613455982039,0.6160668876131804,0.0643097739053016,0.4704799941384034,0.6669498204270969,0.0142388981623602,0.5714757482276509,0.612499033288616,0.068818770924036,0.4638703129888264,0.6724560053043089,0.0058769609988221,0.2539169994073931,0.2698546072206439,0.0388114065425315,0.1596091121037061,0.2787021592767126,0.0064642261784441,0.9293469985777764,0.9493227800280956,0.1366338601711932,0.5614798734539487,0.9434167574697868,0.0058769609988221,0.730145392779356,0.7460830005926069,0.0388114065425315,0.7212978407232874,0.8403908878962939,0.005972195803051214,0.8177903470228762,0.8355210255269648,0.05833323850103689,0.6731898294724085,0.8386463985999475,0.0070872197544609,0.7886851422451044,0.8092278955958266,0.0302124816254837,0.7394695777767838,0.8324847296010736,30.0,65565,65645,0.6161694535168663,0.5987356550237192,0.6417014466298476,0.014540348629908845,0.6027977754391219,0.4970123502480171,0.6769297581636156,0.05942824949236843
5,5,0.1620895147323608,7.69915075302124,0.4623072028160095,5.140266036987304,2.6903095722198485,0.8585079550743103,0.8350438475608826,0.578630530834198,6.003393459320068,1.5804596185684203,6.594413948059082,1.7352018356323242,0.8565611600875854,0.8370963931083679,0.6032665748969565,0.5821173535597168,0.5997889830412563,0.582853219979469,0.2589198293871561,0.2230209231086394,0.9433563905645836,0.7913059979607711,0.7410801706128439,0.7769790768913605,0.8300647177433236,0.779946422067722,0.8028634003420076,0.7916099420522423,78720.0,0.0050159260362642,0.155047670006752,0.1685655564069748,0.0454854692580396,7.62172269821167,7.762732982635498,0.0465063099870372,0.4000000059604645,0.5418227314949036,0.077810403152723,5.018656730651856,5.258385181427002,0.075202004242891,2.5714285373687744,2.799751281738281,0.0038252455591715,0.8520268201828003,0.8638810515403748,0.0044052560620909,0.828316330909729,0.841583251953125,0.1457054539947279,0.409639447927475,0.7901882529258728,0.8240143986184458,4.900826454162598,6.903225898742676,0.802254121992868,0.75,2.6942148208618164,0.3640100794087527,5.959677219390869,6.983470916748047,0.3350212644353555,1.3140496015548706,2.2822580337524414,0.0363421556960741,0.8117713332176208,0.9108855724334716,0.0440812540451605,0.78410404920578,0.8988757133483887,0.013393115980602,0.5890974683276023,0.6261227784258756,0.0686362529910756,0.4906744751399127,0.6774444764290947,0.013405542123363,0.5857959919359423,0.622581769991913,0.0720108345312347,0.4869000608073837,0.6816804622489157,0.0060008156055004,0.2488279801308651,0.2662330039373801,0.0139579874978971,0.2097836326856994,0.248463559516836,0.0056812877336975,0.9336289929222116,0.9509968038254714,0.106174212251214,0.6452665991794553,0.9020021086633264,0.0060008156055004,0.73376699606262,0.7511720198691348,0.0139579874978971,0.751536440483164,0.7902163673143006,0.005422138897040702,0.8234976740546669,0.8393552743706434,0.050666672666763946,0.7097546403486429,0.8408408420749783,0.0066256794723469,0.7957861920198956,0.8141991642922107,0.0329728854157973,0.7477899111205847,0.8380855388709788,36.0,78678,78774,0.628487428509773,0.612651372198586,0.6508876530201372,0.013188170069230225,0.5880134101333399,0.49839889633538986,0.6832274594647485,0.06905733189805402
6,6,0.1575135886669159,7.696396827697754,0.4650611937046051,5.154566383361816,2.6760092258453367,0.8612084150314331,0.8381972074508667,0.6006853938102722,6.216705799102783,1.3671471774578094,6.437909984588623,1.8917059421539304,0.8539632201194763,0.8307658910751343,0.6047382921997965,0.5901557614376809,0.6012832230034284,0.5926252435598299,0.2579191359971781,0.2303788777710771,0.9430189702636383,0.8197263867177991,0.7420808640028218,0.7696211222289229,0.8305578443503417,0.7870108933455503,0.8035862052270539,0.7951819713079965,91840.0,0.004476801247356,0.1536889374256134,0.1657278388738632,0.0521773289789541,7.620474338531494,7.783851146697998,0.0530947959280494,0.3788819909095764,0.5430711507797241,0.1244851669193797,5.0,5.380124092102051,0.1255580031228948,2.4496893882751465,2.8352060317993164,0.0067913456392262,0.8493242859840393,0.8699126243591309,0.0068191767762113,0.8258476257324219,0.8454147577285767,0.0898556367958833,0.500461220741272,0.7337992191314697,0.9863099664157632,4.479338645935059,7.057376861572266,0.9853922446158554,0.4754098355770111,3.1157023906707764,0.4495788455327271,6.008196830749512,7.165289402008057,0.4487637866918278,1.13223135471344,2.352458953857422,0.0250616897022395,0.8103250861167908,0.8763535618782043,0.0262388769928634,0.7883154153823853,0.8533807992935181,0.0222589825551291,0.5750041693344824,0.6441914188479108,0.0737037445314431,0.4583846656126069,0.6662770683274101,0.0222445609410911,0.5716213795807807,0.6407170408089837,0.0782530479062625,0.4533173113535127,0.6724612095694202,0.0103121805958255,0.2393784809766794,0.2711641836187474,0.0177601716702078,0.2017673047975155,0.25,0.0064898447209454,0.9334760672932142,0.9535839302201392,0.1298910058813931,0.5897714869934186,0.9368879201428968,0.0103121805958255,0.7288358163812526,0.7606215190233206,0.0177601716702078,0.75,0.7982326952024845,0.008884368396038227,0.8185597399136985,0.8462421559100498,0.059238593773832664,0.6783479324558525,0.8398058304083326,0.0110279377907989,0.7888411993822539,0.8231318972049273,0.0350067347563554,0.7327093139151576,0.8319755682276541,42.0,91791,91903,0.6295725525131356,0.6005120230524255,0.6672261465501172,0.021415812033553718,0.6011377794730128,0.4737855835225978,0.6789276355428325,0.07436438220799473
7,7,0.1564874827861785,7.706632709503173,0.4548252165317535,5.196357154846192,2.634218454360962,0.8629338502883911,0.839576005935669,0.5919390499591828,5.999144601821899,1.5847084641456604,6.5283280372619625,1.801287877559662,0.8518081307411194,0.829491138458252,0.6113050676311053,0.5734173183668354,0.6078650997503516,0.5749370269147787,0.2545712927812883,0.2224993443501021,0.9442741851104608,0.7911117171015067,0.7454287072187116,0.7775006556498979,0.8331076572727987,0.772794236530043,0.8068383134401778,0.7871847348228824,104960.0,0.0091946198607526,0.1436326205730438,0.1682215929031372,0.0454358492118824,7.637952327728271,7.777639865875244,0.0479348770202026,0.3850931823253631,0.5255929827690125,0.1668145641384541,4.912935256958008,5.378881931304932,0.1638227847572503,2.4509317874908447,2.905472755432129,0.0090058998378669,0.8514755964279175,0.87398761510849,0.0100115453134581,0.8279352188110352,0.8531256914138794,0.0939525405715657,0.4964475929737091,0.7539266347885132,1.098928025775323,3.983471155166626,6.934426307678223,1.1019570321298793,0.5983606576919556,3.611570358276367,0.6132537855876344,5.836065769195557,7.603305816650391,0.6206498842059585,0.6942148804664612,2.524590253829956,0.033345584927207,0.7926958203315735,0.8919241428375244,0.0363316338018236,0.7659891843795776,0.872251033782959,0.0237491681261155,0.5774445366045146,0.6432584721180294,0.0710119629672273,0.4481038567707218,0.662835232087494,0.0238839566057714,0.5735609601314899,0.6397974538156859,0.0758325141179045,0.4408177924621361,0.6681779273938306,0.0121486522855896,0.239616230941128,0.2734402570793945,0.040327442913586,0.1484098922369219,0.2668977517285821,0.0058470126117985,0.9356170679798682,0.9528230091500722,0.1451422484887052,0.5244831312792699,0.9205658330120384,0.0121486522855896,0.7265597429206054,0.760383769058872,0.040327442913586,0.7331022482714179,0.8515901077630781,0.008890664578071663,0.8215751059750366,0.8457953355764578,0.0658078958715766,0.6491582477061526,0.8363636388527326,0.0117089955801073,0.7902435126947955,0.8226658323320413,0.0332704029981195,0.729069159415853,0.8304480685847836,48.0,104904,105032,0.6357110101843528,0.6073044193771187,0.6661430093646091,0.021584276633625974,0.5867583017206854,0.48315400929361135,0.6722834244197049,0.06375507715007002
8,8,0.1556732267141342,7.709363079071045,0.4520948350429535,5.214437103271484,2.6161385059356688,0.8649212479591369,0.8422583937644958,0.5664326906204223,5.998746013641357,1.5851069808006286,6.668307876586914,1.6613080978393555,0.8586525201797486,0.8374514937400818,0.6139540907052061,0.5906138918356462,0.6105181203626195,0.591459221182437,0.2533362136232487,0.2102998265241628,0.9446065519816036,0.7908885979043074,0.7466637863767512,0.7897001734758373,0.8340458356953724,0.7810711852684699,0.8081403577038179,0.7959553438550067,118080.0,0.0039264006755629,0.1496861726045608,0.1607744544744491,0.0436459939819373,7.6516852378845215,7.785093307495117,0.0429926305943365,0.3776397407054901,0.511860191822052,0.0821291115774679,5.144278526306152,5.371428489685059,0.0848609304553054,2.4583849906921387,2.681250095367432,0.004470834985727,0.8595151305198669,0.8717874884605408,0.0055123595988149,0.8366744518280029,0.8519545197486877,0.1000355921912943,0.44966521859169,0.699176549911499,1.0270576527901876,4.280991554260254,6.861788749694824,1.0207446076311582,0.707317054271698,3.314049482345581,0.5534056607358377,6.104838848114014,7.462810039520264,0.5541772950251499,0.8347107172012329,2.2113821506500244,0.0345367528767219,0.8012731075286865,0.9049504995346068,0.0408910258443512,0.7740117311477661,0.8901426792144775,0.0155031719202795,0.5996418262274243,0.6432445694621661,0.0676209742624607,0.4695469794096146,0.6646001815019107,0.0154430580238287,0.5963177630578724,0.6397586499395864,0.0722772507963015,0.4630585401252864,0.669437643730558,0.0071546533545471,0.2399951382849308,0.2587979237515661,0.0331092113312658,0.1631663988457184,0.2446043152186844,0.0052615558355626,0.93729927808579,0.9537361152844834,0.1346884893501959,0.5636561453226059,0.9061488716137952,0.0071546533545471,0.7412020762484338,0.7600048617150691,0.0331092113312658,0.7553956847813156,0.8368336011542815,0.006339389218695898,0.827795782457273,0.8459202343151305,0.059523714079971965,0.6736020782581884,0.8360574539550312,0.0077014385032273,0.8010144339850124,0.8226658445964308,0.0318153941979819,0.7389495631038718,0.8314663944353847,54.0,118017,118161,0.6380552011126817,0.6230654495140436,0.6664801425433873,0.015091715849285129,0.6018414412868149,0.4950811521219737,0.6723070195531013,0.06200961462922608
9,9,0.1562277108430862,7.716561317443848,0.4448967218399048,5.17689619064331,2.6536794185638426,0.8639204740524292,0.8412278294563293,0.6267855226993561,6.358104515075683,1.2257485568523407,6.315530681610108,2.014085173606873,0.8487364888191223,0.8229948878288269,0.6100894058165818,0.5931699532924759,0.6066020771119132,0.5969323061203744,0.2558670053167003,0.2316674326073411,0.945487488656896,0.8385352162075721,0.7441329946832997,0.7683325673926589,0.8328022110415564,0.7892524541079988,0.8062427038212008,0.7963735155100302,131200.0,0.0045052748348967,0.1507145762443542,0.1623919159173965,0.0547101700514374,7.647940158843994,7.811180114746094,0.0529123551588731,0.3515527844429016,0.5156055092811584,0.0787847004818241,5.042288780212402,5.278260707855225,0.0794774528744188,2.5515527725219727,2.776119470596313,0.0041383943909449,0.857869565486908,0.8687278032302856,0.004830082359518,0.8339245319366455,0.8477283716201782,0.1042751437099344,0.4769800007343292,0.7751861214637756,1.1673380397965047,4.041322231292725,7.195121765136719,1.1745784435576436,0.4065040647983551,3.553719043731689,0.6376106966333301,5.926229476928711,7.586776733398437,0.6575032008444154,0.71074378490448,2.4344263076782227,0.0336762204360925,0.7906739115715027,0.8880705833435059,0.0372299843367199,0.7622430324554443,0.8690924048423767,0.0143145045691157,0.5943555106046606,0.6346921071039607,0.0720990862336034,0.4536306052490459,0.6629497303430301,0.0142433638370571,0.5905625151475788,0.6310554035089804,0.0775935517619257,0.4464427312566543,0.670527953235668,0.0064483789682337,0.2462239257036992,0.2643923245295496,0.0416912909934797,0.1495652169986573,0.260755051202685,0.0064867286851343,0.9368404942849332,0.9569319750156432,0.1545731171577014,0.5321001012308171,0.946524062892237,0.0064483789682337,0.7356076754704504,0.7537760742963008,0.0416912909934797,0.739244948797315,0.8504347830013427,0.005927880008843009,0.8275034986326316,0.8432910896584757,0.0680056374536401,0.6546184682732886,0.8412547521743549,0.0071118609305103,0.798568429833473,0.8184713373303582,0.0335874447276699,0.7316692623824403,0.8299389005780942,60.0,131130,131290,0.6351334135138116,0.6217923437420751,0.6605061037341022,0.014218804544180652,0.6117900314923195,0.48709256583896354,0.6822437403869246,0.06577579164104487
